"","Promotion","Event","EventID","Match","Fighter","FighterID","Result","Opponent","OpponentID","Method","Round","Time","Date"
"705","Alash Pride","Alash Pride 66Grand Prix International",89527,"8","Askhat Akimov","Askhat-Akimov-279305","Win","Askarbek Toktakhunov","Askarbek-Toktakhunov-360651","Decision (Unanimous)Daurenbek Dzhakaev","3","5:00",2021-06-27
"706","Alash Pride","Alash Pride 66Grand Prix International",89527,"7","Kamalpash Iskendirov","Kamalpash-Iskendirov-187923","Win","Shoxrux Sagdinov","Shoxrux-Sagdinov-388371","TKO (Punches)Daurenbek Dzhakaev","1","4:24",2021-06-27
"707","Alash Pride","Alash Pride 66Grand Prix International",89527,"6","Adilet Nurmatov","Adilet-Nurmatov-323797","Win","Dmitry Yermolaev","Dmitry-Yermolaev-135153","TKO (Punches)Daurenbek Dzhakaev","1","4:28",2021-06-27
"708","Alash Pride","Alash Pride 66Grand Prix International",89527,"5","Bakdos Olzhabay","Bakdos-Olzhabay-360423","Win","Kylychbek Sadirdinov","Kylychbek-Sadirdinov-222857","Submission (Guillotine Choke)Daurenbek Dzhakaev","3","2:38",2021-06-27
"709","Alash Pride","Alash Pride 66Grand Prix International",89527,"4","Eldiyar Baizhan","Eldiyar-Baizhan-255127","Win","Baglan Sarekenov","Baglan-Sarekenov-190841","Decision (Unanimous)Daurenbek Dzhakaev","3","5:00",2021-06-27
"710","Alash Pride","Alash Pride 66Grand Prix International",89527,"3","Jasur Xamrakulov","Jasur-Xamrakulov-387560","Win","Tilesh Almat","Tilesh-Almat-365435","TKO (Punches)Daurenbek Dzhakaev","1","2:25",2021-06-27
"711","Alash Pride","Alash Pride 66Grand Prix International",89527,"2","Magjan Zharilkap","Magjan-Zharilkap-377565","Win","Ruslan Abdurazakov","Ruslan-Abdurazakov-387559","Submission (Rear-Naked Choke)Daurenbek Dzhakaev","1","2:35",2021-06-27
"712","Alash Pride","Alash Pride 66Grand Prix International",89527,"1","Mustafa Baltabek","Mustafa-Baltabek-387557","Win","Bakhriyor Ziyaev","Bakhriyor-Ziyaev-381179","Submission (Rear-Naked Choke)Daurenbek Dzhakaev","2","2:28",2021-06-27
"713","Pancrase","Pancrase322",89524,"20","Satoru Date","Satoru-Date-128933","Win","Yuki Tashiro","Yuki-Tashiro-246537","Method TKO (Punches)","1","4:54",2021-06-27
"714","Pancrase","Pancrase322",89524,"19","Kazuki Kazuki","Kazuki-Kazuki-210599","Win","Yuto Kimura","Yuto-Kimura-294871","Decision (Unanimous)Hirokazu Takamoto","3","5:00",2021-06-27
"715","Pancrase","Pancrase322",89524,"18","Atsushi Ueda","Atsushi-Ueda-29177","Win","Yota Tatsunari","Yota-Tatsunari-298309","Submission (Triangle Choke)Kosuke Umeda","1","3:16",2021-06-27
"716","Pancrase","Pancrase322",89524,"17","Mutsuki Miyajima","Mutsuki-Miyajima-226297","Win","Ryo Iseki","Ryo-Iseki-41774","TKO (Doctor Stoppage)Kosuke Umeda","2","4:45",2021-06-27
"717","Pancrase","Pancrase322",89524,"16","Shutaro Miyahira","Shutaro-Miyahira-364817","Win","Hiroki Otani","Hiroki-Otani-297545","TKO (Punches)Kosuke Umeda","1","0:27",2021-06-27
"718","Pancrase","Pancrase322",89524,"15","Kiyoshiro Akasaki","Kiyoshiro-Akasaki-226299","Win","Daiki Nishimura","Daiki-Nishimura-316389","TKO (Punches)Hidenobu Koike","1","4:27",2021-06-27
"719","Pancrase","Pancrase322",89524,"14","Dastan Omurzakov","Dastan-Omurzakov-280097","Win","Kota Shirakawa","Kota-Shirakawa-263313","Technical Submission (Rear-Naked Choke)Hidenobu Koike","1","1:25",2021-06-27
"720","Pancrase","Pancrase322",89524,"13","Haruki Kawakita","Haruki-Kawakita-364811","Win","Takuma Uchiyama","Takuma-Uchiyama-208197","Decision (Unanimous)Hidenobu Koike","3","5:00",2021-06-27
"721","Pancrase","Pancrase322",89524,"12","Yuki Tashiro","Yuki-Tashiro-246537","Win","Hidemasa Soga","Hidemasa-Soga-195099","KO (Punch)Tomomi Takarada","1","3:27",2021-06-27
"722","Pancrase","Pancrase322",89524,"11","Satoru Date","Satoru-Date-128933","Win","Kohei Maeda","Kohei-Maeda-191591","TKO (Punches)Tomomi Takarada","2","2:11",2021-06-27
"723","Pancrase","Pancrase322",89524,"10","Masayuki Kikuiri","Masayuki-Kikuiri-226289","Win","Hiromitsu Miura","Hiromitsu-Miura-10971","TKO (Body Kick and Punches)Kosuke Umeda","2","2:31",2021-06-27
"724","Pancrase","Pancrase322",89524,"9","Takashi Matsuoka","Takashi-Matsuoka-50637","Win","Yusuke Kasuya","Yusuke-Kasuya-63414","KO (Punches)Hirokazu Takamoto","1","0:22",2021-06-27
"725","Pancrase","Pancrase322",89524,"8","Keito Yamakita","Keito-Yamakita-364807","Win","Tatsuki Ozaki","Tatsuki-Ozaki-139503","Submission (Armbar)Hidenobu Koike","1","4:54",2021-06-27
"726","Pancrase","Pancrase322",89524,"7","Kanto Fuchigami","Kanto-Fuchigami-386594","Win","Hikaru Sato","Hikaru-Sato-1716","TKO (Punches)Yoshinori Umeki","1","3:32",2021-06-27
"727","Pancrase","Pancrase322",89524,"6","Naoki Arikawa","Naoki-Arikawa-155739","Win","Kenji Yamanaka","Kenji-Yamanaka-81116","Decision (Unanimous)Kosuke Umeda","3","5:00",2021-06-27
"728","Pancrase","Pancrase322",89524,"5","Yohei Nada","Yohei-Nada-120413","Win","Yuki Takahashi","Yuki-Takahashi-110877","Submission (Rear-Naked Choke)Hidenobu Koike","2","1:15",2021-06-27
"729","Pancrase","Pancrase322",89524,"4","Yu Karino","Yu-Karino-373057","Win","Yusaku Hayashi","Yusaku-Hayashi-96017","Submission (Rear-Naked Choke)Kosuke Umeda","2","3:39",2021-06-27
"730","Pancrase","Pancrase322",89524,"3","Kazuma Maruyama","Kazuma-Maruyama-101583","Win","Shinichi Taira","Shinichi-Taira-43503","Decision (Unanimous)Hirokazu Takamoto","3","5:00",2021-06-27
"731","Pancrase","Pancrase322",89524,"2","Kisugi Endo","Kisugi-Endo-220805","Win","Kouki Nakagawa","Kouki-Nakagawa-297005","Decision (Unanimous)Hidenobu Koike","3","5:00",2021-06-27
"732","Pancrase","Pancrase322",89524,"1","Karen Karen","Karen-Karen-225469","Win","Ayumi Saito","Ayumi-Saito-12882","TKO (Punches)Tomomi Takarada","3","1:10",2021-06-27
"733","Pure Fighting Championships (Wisconsin)","Pure FC 19Pure Fighting Championships 19",89262,"5","R'Mandel Cameron","RMandel-Cameron-137953","Win","Eugene Crisler","Eugene-Crisler-13008","Method","0","0:00",2021-06-27
"734","Pure Fighting Championships (Wisconsin)","Pure FC 19Pure Fighting Championships 19",89262,"4","Kyles Vangyet to c","Kyles-Vang-227269","Win","Rodney Alexanderyet to ","Rodney-Alexander-282433","N/A","0","0:00",2021-06-27
"735","Pure Fighting Championships (Wisconsin)","Pure FC 19Pure Fighting Championships 19",89262,"3","Steven    Rodriguezyet to c","Steven-Rodriguez-215291","Win","Travis Karppinenyet to ","Travis-Karppinen-86008","N/A","0","0:00",2021-06-27
"736","Pure Fighting Championships (Wisconsin)","Pure FC 19Pure Fighting Championships 19",89262,"2","Olivia Beeskauyet to c","Olivia-Beeskau-281711","Win","Rachel Martinezyet to ","Rachel-Martinez-303041","N/A","0","0:00",2021-06-27
"737","Pure Fighting Championships (Wisconsin)","Pure FC 19Pure Fighting Championships 19",89262,"1","Andrew Fossyet to c","Andrew-Foss-254815","Win","Kyle Zimickyet to ","Kyle-Zimick-285435","N/A","0","0:00",2021-06-27
"738","Rizin Fighting Federation","Rizin FFRizin 29",88993,"6","Yuto Hokamura","Yuto-Hokamura-80347","Win","Kuya Ito","Kuya-Ito-124673","Method Decision (Unanimous)","3","5:00",2021-06-27
"739","Rizin Fighting Federation","Rizin FFRizin 29",88993,"5","Takafumi Otsuka","Takafumi-Otsuka-19056","Win","Hiroki Yamashita","Hiroki-Yamashita-132951","Decision (Unanimous)Masato Fukuda","3","5:00",2021-06-27
"740","Rizin Fighting Federation","Rizin FFRizin 29",88993,"4","Kenta Takizawa","Kenta-Takizawa-131311","Win","Masakazu Imanari","Masakazu-Imanari-4862","Decision (Unanimous)Ryogaku Wada","3","5:00",2021-06-27
"741","Rizin Fighting Federation","Rizin FFRizin 29",88993,"3","Alan Yoshihiro Yamaniha","Alan-Yoshihiro-Yamaniha-64179","Win","Kazuma Kuramoto","Kazuma-Kuramoto-269069","Decision (Unanimous)Ryogaku Wada","3","5:00",2021-06-27
"742","Rizin Fighting Federation","Rizin FFRizin 29",88993,"2","Yusuke Yachi","Yusuke-Yachi-44738","Win","Yuki Kawana","Yuki-Kawana-53706","Decision (Unanimous)Tatsuro Nagase","3","5:00",2021-06-27
"743","Rizin Fighting Federation","Rizin FFRizin 29",88993,"1","Rikuto Shirakawa","Rikuto-Shirakawa-204699","Win","Jin Aoi","Jin-Aoi-167105","Decision (Unanimous)Masato Kataoka","3","5:00",2021-06-27
"744","Jue Cheng King","JCK Night Cage Series2021 Round 1",89923,"10","Jin Bala","Jin-Bala-256587","Win","Tanzhao Wang","Tanzhao-Wang-251781","Method Decision (Unanimous)","3","5:00",2021-06-26
"745","Jue Cheng King","JCK Night Cage Series2021 Round 1",89923,"9","Ze Wu","Ze-Wu-169175","Win","Haoxiong Mo","Haoxiong-Mo-357705","KON/A","1","0:26",2021-06-26
"746","Jue Cheng King","JCK Night Cage Series2021 Round 1",89923,"8","Wang De","Wang-De-228267","Win","Jian Yang","Jian-Yang-388570","Submission (Arm-Triangle Choke)N/A","2","2:44",2021-06-26
"747","Jue Cheng King","JCK Night Cage Series2021 Round 1",89923,"7","Huoyixibai Chuhayifu","Huoyixibai-Chuhayifu-242713","Win","Xiaoyu Liu","Xiaoyu-Liu-381065","Decision (Unanimous)N/A","3","5:00",2021-06-26
"748","Jue Cheng King","JCK Night Cage Series2021 Round 1",89923,"6","Hang Yang","Hang-Yang-388568","Win","Qingtuan Wu","Qingtuan-Wu-388569","SubmissionN/A","1","1:35",2021-06-26
"749","Jue Cheng King","JCK Night Cage Series2021 Round 1",89923,"5","Jingtao Li","Jingtao-Li-382182","Win","Mengyu Liu","Mengyu-Liu-311591","Decision (Unanimous)N/A","3","5:00",2021-06-26
"750","Jue Cheng King","JCK Night Cage Series2021 Round 1",89923,"4","Wei Zhao","Wei-Zhao-388567","Win","Shuai Song","Shuai-Song-304045","Submission (Rear-Naked Choke)N/A","2","1:03",2021-06-26
"751","Jue Cheng King","JCK Night Cage Series2021 Round 1",89923,"3","Jianbo Lu","Jianbo-Lu-125707","Win","Xusheng Tian","Xusheng-Tian-388566","Decision (Split)N/A","3","5:00",2021-06-26
"752","Jue Cheng King","JCK Night Cage Series2021 Round 1",89923,"2","Bahetihan Jialasi","Bahetihan-Jialasi-388565","Win","Shaowei Wang","Shaowei-Wang-265941","KON/A","2","4:24",2021-06-26
"753","Jue Cheng King","JCK Night Cage Series2021 Round 1",89923,"1","Taiyilake Taiyilake","Taiyilake-Taiyilake-380968","Win","Daihang Li","Daihang-Li-388564","KON/A","1","0:45",2021-06-26
"754","Maximum Impacto Fight","MIFMaximum Impacto Fight 13",89906,"7","Ricardo do Socorro  Nascimento da Silva","Ricardo-do-Socorro-Nascimento-da-Silva-216517","Win","Robert Marcelo Correa de Oliveira","Robert-Marcelo-Correa-de-Oliveira-293093","Method Decision (Unanimous)","3","5:00",2021-06-26
"755","Maximum Impacto Fight","MIFMaximum Impacto Fight 13",89906,"6","Leonardo Pereira","Leonardo-Pereira-192317","Win","Elicardo Pinheiro","Elicardo-Pinheiro-216523","Decision (Unanimous)Marco Antonio Nazario de Moraes","3","5:00",2021-06-26
"756","Maximum Impacto Fight","MIFMaximum Impacto Fight 13",89906,"5","Pedro Carlos Cunha Araujo","Pedro-Carlos-Cunha-Araujo-388309","Win","Patrick Luis Da Costa","Patrick-Luis-Da-Costa-388306","Submission (Armbar)Marco Antonio Nazario de Moraes","1","3:47",2021-06-26
"757","Maximum Impacto Fight","MIFMaximum Impacto Fight 13",89906,"4","Natanael  Matos","Natanael-Matos-375367","Win","Thiago Borges Costa","Thiago-Borges-Costa-142751","Submission (Arm-Triangle Choke)Marco Antonio Nazario de Moraes","1","3:25",2021-06-26
"758","Maximum Impacto Fight","MIFMaximum Impacto Fight 13",89906,"3","Luiz Gustavo  Braga da Silva","Luiz-Gustavo-Braga-da-Silva-388312","Win","Madson Einno Dos Santos Pereira","Madson-Einno-Dos-Santos-Pereira-388310","Submission (Rear-Naked Choke)Marco Antonio Nazario De Moraes","2","3:45",2021-06-26
"759","Maximum Impacto Fight","MIFMaximum Impacto Fight 13",89906,"2","Paulo Savio Silva","Paulo-Savio-Silva-388308","Win","Ryan  Barros","Ryan-Barros-388311","TKO (Retirement)Marco Antonio Nazario De Moraes","2","1:52",2021-06-26
"760","Maximum Impacto Fight","MIFMaximum Impacto Fight 13",89906,"1","Joao Alves","Joao-Alves-179303","Win","Dinael Santos Monteiro","Dinael-Santos-Monteiro-388307","Submission (Rear-Naked Choke)Marco Antonio  Nazario De Moraes","1","2:38",2021-06-26
"761","Face the Danger","FTD  Face The Danger 21",89885,"6","Karim Scremin Ashraf El Hawan","Karim-Scremin-Ashraf-El-Hawan-384857","Win","Davi Lucas da Silva","Davi-Lucas-da-Silva-209833","Method TKO (Punches)","1","1:46",2021-06-26
"762","Face the Danger","FTD  Face The Danger 21",89885,"5","Emerson Rios","Emerson-Rios-201219","Win","Lucas     Ramos Stelle","Lucas-Ramos-Stelle-252933","Decision (Unanimous)Saulo Silva","3","5:00",2021-06-26
"763","Face the Danger","FTD  Face The Danger 21",89885,"4","Eder Gama","Eder-Gama-36790","Win","Eduardo dos Santos Maia","Eduardo-dos-Santos-Maia-265551","Submission (Guillotine Choke)Andre Ricardo","1","0:47",2021-06-26
"764","Face the Danger","FTD  Face The Danger 21",89885,"3","Romulo Oliveira","Romulo-Oliveira-199071","Win","Willian Telles","Willian-Telles-141933","TKO (Punches)Andre Ricardo","1","2:47",2021-06-26
"765","Face the Danger","FTD  Face The Danger 21",89885,"2","Felipe Lidio","Felipe-Lidio-375621","Win","Matheus Sumar da Silva","Matheus-Sumar-da-Silva-388080","TKO (Punches)Josemar","1","0:58",2021-06-26
"766","Face the Danger","FTD  Face The Danger 21",89885,"1","Danimar Pastusak","Danimar-Pastusak-138525","Win","Matheus Sumar da Silva","Matheus-Sumar-da-Silva-388080","Submission (Armbar)Josemar","1","1:14",2021-06-26
"767","World Fighting Championships (Nevada)","WFCWorld Fighting Championships 126",89707,"3","Cameron Sandoval","Cameron-Sandoval-318555","Win","Andrew Peterson","Andrew-Peterson-44597","Method","0","0:00",2021-06-26
"768","World Fighting Championships (Nevada)","WFCWorld Fighting Championships 126",89707,"2","Emily Searsyet to c","Emily-Sears-387543","Win","Dani Andersonyet to ","Dani-Anderson-387544","N/A","0","0:00",2021-06-26
"769","World Fighting Championships (Nevada)","WFCWorld Fighting Championships 126",89707,"1","Adam Avitiayet to c","Adam-Avitia-291763","Win","Chris Riosyet to ","Chris-Rios-278037","N/A","0","0:00",2021-06-26
"770","Evolution Fighting Championship (Kansas)","EFCEvolution Fighting Championship 14",89689,"4","Eduardo Peralta","Eduardo-Peralta-281943","Win","Devon Webber","Devon-Webber-225379","Method","0","0:00",2021-06-26
"771","Evolution Fighting Championship (Kansas)","EFCEvolution Fighting Championship 14",89689,"3","Alex McGowanyet to c","Alex-McGowan-190583","Win","Adem Mujakicyet to ","Adem-Mujakic-76240","N/A","0","0:00",2021-06-26
"772","Evolution Fighting Championship (Kansas)","EFCEvolution Fighting Championship 14",89689,"2","Jerry Newsomeyet to c","Jerry-Newsome-327127","Win","Dara Walkeryet to ","Dara-Walker-362993","N/A","0","0:00",2021-06-26
"773","Evolution Fighting Championship (Kansas)","EFCEvolution Fighting Championship 14",89689,"1","Lorenzo Carteryet to c","Lorenzo-Carter-300933","Win","Diara Culpepperyet to ","Diara-Culpepper-290093","N/A","0","0:00",2021-06-26
"774","Strikers League","SCC 8Strikers Cage Championship: A New Era",89673,"9","Mario Moreno","Mario-Moreno-249157","Win","Kevin Cordero Lopez","Kevin-Cordero-Lopez-198211","Method","0","0:00",2021-06-26
"775","Strikers League","SCC 8Strikers Cage Championship: A New Era",89673,"8","Kaique Modesto Menezesyet to c","Kaique-Modesto-Menezes-169935","Win","Zebenzui Ruizyet to ","Zebenzui-Ruiz-185275","N/A","0","0:00",2021-06-26
"776","Strikers League","SCC 8Strikers Cage Championship: A New Era",89673,"7","Jonay Sanchezyet to c","Jonay-Sanchez-185291","Win","Daniel Requeijoyet to ","Daniel-Requeijo-83783","N/A","0","0:00",2021-06-26
"777","Strikers League","SCC 8Strikers Cage Championship: A New Era",89673,"6","Simone Bottinoyet to c","Simone-Bottino-200961","Win","Airam Negrin Cabrerayet to ","Airam-Negrin-Cabrera-236593","N/A","0","0:00",2021-06-26
"778","Strikers League","SCC 8Strikers Cage Championship: A New Era",89673,"5","Andres Roldanyet to c","Andres-Roldan-244731","Win","Antonio Delgadoyet to ","Antonio-Delgado-285683","N/A","0","0:00",2021-06-26
"779","Strikers League","SCC 8Strikers Cage Championship: A New Era",89673,"4","Jesus Blancoyet to c","Jesus-Blanco-276351","Win","Ubay Gonzalezyet to ","Ubay-Gonzalez-387230","N/A","0","0:00",2021-06-26
"780","Strikers League","SCC 8Strikers Cage Championship: A New Era",89673,"3","Daniela Sanchesyet to c","Daniela-Sanches-387229","Win","Silvia Juanedayet to ","Silvia-Juaneda-307251","N/A","0","0:00",2021-06-26
"781","Strikers League","SCC 8Strikers Cage Championship: A New Era",89673,"2","Anuar Ben Saedyet to c","Anuar-Ben-Saed-387227","Win","Marco Tyson Camposyet to ","Marco-Tyson-Campos-387228","N/A","0","0:00",2021-06-26
"782","Strikers League","SCC 8Strikers Cage Championship: A New Era",89673,"1","Ivan Padilla Garciayet to c","Ivan-Padilla-Garcia-236585","Win","Jose Bravoyet to ","Jose-Bravo-387226","N/A","0","0:00",2021-06-26
"783","Knockout Promotions","Knockout PromotionsKnockout MMA",89672,"6","Edgar Carballo","Edgar-Carballo-312025","Win","Eddie Bernal","Eddie-Bernal-362321","Method","0","0:00",2021-06-26
"784","Knockout Promotions","Knockout PromotionsKnockout MMA",89672,"5","Steve Morayet to c","Steve-Mora-296457","Win","David Secaidayet to ","David-Secaida-158221","N/A","0","0:00",2021-06-26
"785","Knockout Promotions","Knockout PromotionsKnockout MMA",89672,"4","Miguel Cejayet to c","Miguel-Ceja-300451","Win","Fortino Mendezyet to ","Fortino-Mendez-200451","N/A","0","0:00",2021-06-26
"786","Knockout Promotions","Knockout PromotionsKnockout MMA",89672,"3","Sergio Guerreroyet to c","Sergio-Guerrero-148837","Win","Maximillian Flynnyet to ","Maximillian-Flynn-362325","N/A","0","0:00",2021-06-26
"787","Knockout Promotions","Knockout PromotionsKnockout MMA",89672,"2","Luis Fernando Medinayet to c","Luis-Fernando-Medina-352727","Win","Christopher Alvidrezyet to ","Christopher-Alvidrez-386600","N/A","0","0:00",2021-06-26
"788","Knockout Promotions","Knockout PromotionsKnockout MMA",89672,"1","Chase Whitmeryet to c","Chase-Whitmer-362309","Win","Lance Martinezyet to ","Lance-Martinez-332855","N/A","0","0:00",2021-06-26
"789","Sech Pro","MMA Series 35Time of New Heroes 17",89671,"11","Vladimir Yurusov","Vladimir-Yurusov-377302","Win","Dmitriy Krivulets","Dmitriy-Krivulets-289729","Method Submission","1","0:44",2021-06-26
"790","Sech Pro","MMA Series 35Time of New Heroes 17",89671,"10","Vitor  Caiado","Vitor-Caiado-379165","Win","Yan Shipilov","Yan-Shipilov-344927","KON/A","1","0:35",2021-06-26
"791","Sech Pro","MMA Series 35Time of New Heroes 17",89671,"9","Artem Semenov","Artem-Semenov-371166","Win","Isak Guliyev","Isak-Guliyev-358425","SubmissionN/A","1","1:57",2021-06-26
"792","Sech Pro","MMA Series 35Time of New Heroes 17",89671,"8","Valery Vishnyakov","Valery-Vishnyakov-384728","Win","Andrey Semenyuk","Andrey-Semenyuk-345399","KON/A","1","1:35",2021-06-26
"793","Sech Pro","MMA Series 35Time of New Heroes 17",89671,"7","Umid Aghamurov","Umid-Aghamurov-358459","Win","Mark Vologdin","Mark-Vologdin-309575","Decision (Unanimous)N/A","3","5:00",2021-06-26
"794","Sech Pro","MMA Series 35Time of New Heroes 17",89671,"6","Rizqiddin Asadov","Rizqiddin-Asadov-268509","Win","Ilya  Kolikov","Ilya-Kolikov-385042","SubmissionN/A","1","4:46",2021-06-26
"795","Sech Pro","MMA Series 35Time of New Heroes 17",89671,"5","Nikita  Prikhodko","Nikita-Prikhodko-385044","Win","Muhammad Shukur Khojaev","Muhammad-Shukur-Khojaev-270087","Decision (Unanimous)N/A","3","5:00",2021-06-26
"796","Sech Pro","MMA Series 35Time of New Heroes 17",89671,"4","Aleksandr Mitkin","Aleksandr-Mitkin-372782","Win","Farkhod Ibragimov","Farkhod-Ibragimov-298017","SubmissionN/A","1","0:52",2021-06-26
"797","Sech Pro","MMA Series 35Time of New Heroes 17",89671,"3","Nikolay Shakhobov","Nikolay-Shakhobov-273285","Win","Konstantin Cherednichenko","Konstantin-Cherednichenko-371577","KON/A","1","0:40",2021-06-26
"798","Sech Pro","MMA Series 35Time of New Heroes 17",89671,"2","Rasulbek Sultanov","Rasulbek-Sultanov-373475","Win","Aleksey Gromov","Aleksey-Gromov-387551","KON/A","1","2:04",2021-06-26
"799","Sech Pro","MMA Series 35Time of New Heroes 17",89671,"1","Mumindjon Madaminov","Mumindjon-Madaminov-387550","Win","Elbek Safarov","Elbek-Safarov-387549","SubmissionN/A","1","2:05",2021-06-26
"800","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi",89670,"2","Imam Babakhanov","Imam-Babakhanov-387225","Win","Davlat Usmonov","Davlat-Usmonov-351023","Method","0","0:00",2021-06-26
"801","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi",89670,"1","Mukhammad Abdulkhamidovyet to c","Mukhammad-Abdulkhamidov-387223","Win","Ezozbek Yakubovyet to ","Ezozbek-Yakubov-387224","N/A","0","0:00",2021-06-26
"802","Midwest Cage Championship","MCC 65Midwest Cage Championship 65: The Return",89562,"2","Brian Imes","Brian-Imes-34983","Win","Elvis Mutapcic","Elvis-Mutapcic-28038","Method","0","0:00",2021-06-26
"803","Midwest Cage Championship","MCC 65Midwest Cage Championship 65: The Return",89562,"1","Jesse Freeyet to c","Jesse-Free-233419","Win","Jessy Ebrechtyet to ","Jessy-Ebrecht-191361","N/A","0","0:00",2021-06-26
"804","Cage Wars","CWCage Wars 47",89523,"2","Josh Walker","Josh-Walker-292301","Win","Anthony Panek","Anthony-Panek-236351","Method","0","0:00",2021-06-26
"805","Cage Wars","CWCage Wars 47",89523,"1","Jaheal Austinyet to c","Jaheal-Austin-367209","Win","James Carrollyet to ","James-Carroll-321161","N/A","0","0:00",2021-06-26
"806","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"13","Jeremy Pender","Jeremy-Pender-43043","Win","Terry Lemaire","Terry-Lemaire-161415","Method KO","3","2:12",2021-06-26
"807","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"12","Jimmy Sandlin","Jimmy-Sandlin-232839","Win","Paul Schommer","Paul-Schommer-79592","Decision (Unanimous)N/A","3","5:00",2021-06-26
"808","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"11","Erick Hastings","Erick-Hastings-333965","Win","Cody Kelley","Cody-Kelley-337147","TKO (Strikes)N/A","1","1:47",2021-06-26
"809","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"10","Cameron Kinzig","Cameron-Kinzig-326345","Win","Dylan Budka","Dylan-Budka-377018","Decision (Split)N/A","3","3:00",2021-06-26
"810","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"9","William Conner Jr.","William-Conner-Jr-323311","Win","Dakota Dudley","Dakota-Dudley-290859","KON/A","1","1:42",2021-06-26
"811","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"8","Maurice Yarbrough","Maurice-Yarbrough-356221","Win","Joey Rinehart","Joey-Rinehart-384098","TKO (Submission to Strikes)N/A","1","1:01",2021-06-26
"812","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"7","Amari Ferrell","Amari-Ferrell-388822","Win","Jacob Beatty","Jacob-Beatty-388823","Decision (Unanimous)N/A","3","3:00",2021-06-26
"813","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"6","Kalakon Olieng","Kalakon-Olieng-388821","Win","Dakota Staten","Dakota-Staten-386842","TKO (Strikes)N/A","1","1:23",2021-06-26
"814","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"5","Graham Hunter","Graham-Hunter-388819","Win","Benjamin Brammer","Benjamin-Brammer-388820","TKO (Strikes)N/A","1","0:15",2021-06-26
"815","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"4","Bobby Kelley","Bobby-Kelley-381913","Win","Larry Thorpe","Larry-Thorpe-388818","SubmissionN/A","2","0:35",2021-06-26
"816","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"3","Tyler Rowland","Tyler-Rowland-388816","Win","Marvin Russell","Marvin-Russell-388817","TKO (Strikes)N/A","1","1:42",2021-06-26
"817","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"2","Liam Hamill","Liam-Hamill-388814","Win","Elijah Woodroof","Elijah-Woodroof-388815","Decision (Unanimous)N/A","3","3:00",2021-06-26
"818","B2 Fighting Series","B2 Fighting Series 125Ohio",89521,"1","Dustin Crain","Dustin-Crain-388812","Win","Vester Harris","Vester-Harris-388813","Submission (Rear-Naked Choke)N/A","2","2:07",2021-06-26
"819","Johnathan Ivey's Cage Fighting Championships","JICFCJohnathan Ivey's Cage Fighting Championships 10",89520,"4","Jaime Vasquez","Jaime-Vasquez-285811","Win","George Pieratt","George-Pieratt-371784","Method","0","0:00",2021-06-26
"820","Johnathan Ivey's Cage Fighting Championships","JICFCJohnathan Ivey's Cage Fighting Championships 10",89520,"3","Claudiu Maniuyet to c","Claudiu-Maniu-384119","Win","Riley Hanneryet to ","Riley-Hanner-337633","N/A","0","0:00",2021-06-26
"821","Johnathan Ivey's Cage Fighting Championships","JICFCJohnathan Ivey's Cage Fighting Championships 10",89520,"2","Jeremiah Hillyet to c","Jeremiah-Hill-57151","Win","Saigh Mullinsyet to ","Saigh-Mullins-371792","N/A","0","0:00",2021-06-26
"822","Johnathan Ivey's Cage Fighting Championships","JICFCJohnathan Ivey's Cage Fighting Championships 10",89520,"1","Desean Wolfyet to c","Desean-Wolf-304027","Win","Ben Sharpyet to ","Ben-Sharp-386903","N/A","0","0:00",2021-06-26
"823","Siberian Fighting League 54","SFL 54Siberian Fighting League 54: Summer Series",89517,"12","Argen Bolotbekov","Argen-Bolotbekov-257323","Win","Igor Kuzurgashev","Igor-Kuzurgashev-388013","Method Decision","3","5:00",2021-06-26
"824","Siberian Fighting League 54","SFL 54Siberian Fighting League 54: Summer Series",89517,"11","Arzhan Kyrgys","Arzhan-Kyrgys-296833","Win","Danil Shargan","Danil-Shargan-171929","DecisionN/A","2","5:00",2021-06-26
"825","Siberian Fighting League 54","SFL 54Siberian Fighting League 54: Summer Series",89517,"10","Mikhail Alabugin","Mikhail-Alabugin-320557","Win","Ruslan Haniev","Ruslan-Haniev-384903","TKO (Punches)N/A","2","2:44",2021-06-26
"826","Siberian Fighting League 54","SFL 54Siberian Fighting League 54: Summer Series",89517,"9","Khikmatillo Abdullaev","Khikmatillo-Abdullaev-345511","Win","Nachin Sat","Nachin-Sat-317503","DecisionN/A","2","5:00",2021-06-26
