"","Match","Fighter","Result","Opponent","Method","Round","Time","Date"
"1276","4","Jason DeLuciawin","Win","Osami Shibuyaloss","Submission (Rear-Naked Choke)Hirotoshi Okamoto","1","11:45",1996-11-09
"1277","3","Kazuo Takahashiwin","Win","Keiichiro Yamamiyaloss","Submission (Guillotine Choke)Masaaki Hirahara","1","7:12",1996-11-09
"1278","2","Kiuma Kuniokuwin","Win","Satoshi Hasegawaloss","TKO (Palm Strikes)Kenji Kosuge","1","6:32",1996-11-09
"1279","1","Jong Wang Kimwin","Win","Takafumi Itoloss","TKO (Palm Strikes)Yoshinori Umeki","1","2:11",1996-11-09
"1280","7","Masakatsu Funaki","Win","Jason DeLucia","Method TKO (Leg Injury)","1","7:49",1996-12-15
"1281","6","Guy Mezgerwin","Win","Yuki Kondoloss","Decision (Lost Points)Hirotoshi Okamoto","1","20:00",1996-12-15
"1282","5","Kiuma Kuniokuwin","Win","Frank Shamrockloss","Decision (Unanimous)Hirotoshi Okamoto","1","20:00",1996-12-15
"1283","4","Ryushi Yanagisawawin","Win","Jack McLaughlinloss","Submission (Twister)Yoshinori Umeki","1","0:51",1996-12-15
"1284","3","Semmy Schiltwin","Win","Osami Shibuyaloss","Decision (Majority)Yoshinori Umeki","1","10:00",1996-12-15
"1285","2","Takaku Fukewin","Win","Jong Wang Kimloss","Submission (Rear-Naked Choke)Kenji Kosuge","1","2:09",1996-12-15
"1286","1","Keiichiro Yamamiyawin","Win","Wes Gassawayloss","Decision (Unanimous)Kenji Kosuge","1","10:00",1996-12-15
"1287","7","Yuki Kondo","Win","Kiuma Kunioku","Method Decision (Split)","1","20:00",1997-01-17
"1288","6","Guy Mezgerwin","Win","Semmy Schiltloss","Decision (Lost Points)Hirotoshi Okamoto","1","20:00",1997-01-17
"1289","5","Osami Shibuyawin","Win","Takaku Fukeloss","Decision (Unanimous)Yoshinori Umeki","1","15:00",1997-01-17
"1290","4","Ryushi Yanagisawawin","Win","Jong Wang Kimloss","Submission (Ankle Lock)Yoshinori Umeki","1","1:47",1997-01-17
"1291","3","Takafumi Itowin","Win","Haygar Chinloss","TKO (Lost Points)Kenji Kosuge","1","4:42",1997-01-17
"1292","2","Keiichiro Yamamiyawin","Win","Brian Gassawayloss","Decision (Lost Points)Kenji Kosuge","1","10:00",1997-01-17
"1293","1","Satoshi Hasegawawin","Win","Wes Gassawayloss","Decision (Unanimous)Kenji Kosuge","1","10:00",1997-01-17
"1294","7","Masakatsu Funaki","Win","Semmy Schilt","Method Submission (Toe Hold)","1","5:47",1997-02-22
"1295","6","Yuki Kondowin","Win","Guy Mezgerloss","Decision (Points)Hirotoshi Okamoto","1","20:00",1997-02-22
"1296","5","Osami Shibuyawin","Win","Jong Wang Kimloss","Submission (Kneebar)Hirotoshi Okamoto","1","0:58",1997-02-22
"1297","4","Ryushi Yanagisawawin","Win","Paul Lazenbyloss","TKO (Points)Kenji Kosuge","1","12:39",1997-02-22
"1298","3","Takaku Fukewin","Win","Haygar Chinloss","Submission (Ankle Lock)Kenji Kosuge","1","3:46",1997-02-22
"1299","2","Satoshi Hasegawawin","Win","Serge Narsisyanloss","Decision (Unanimous)Yoshinori Umeki","1","15:00",1997-02-22
"1300","1","Keiichiro Yamamiyawin","Win","Takafumi Itoloss","Decision (Points)Yoshinori Umeki","1","15:00",1997-02-22
"1301","7","Masakatsu Funaki","Win","Paul Lazenby","Method Submission (Top Wristlock)","1","4:36",1997-03-22
"1302","6","Semmy Schiltwin","Win","Kazuo Takahashiloss","TKO (Palm Strikes)Hirotoshi Okamoto","1","7:00",1997-03-22
"1303","5","Osami Shibuyadraw","Win","Bas Ruttendraw","Draw (Majority)Hirotoshi Okamoto","1","15:00",1997-03-22
"1304","4","Yuki Kondowin","Win","Jong Wang Kimloss","Submission (Armbar)Kenji Kosuge","1","0:25",1997-03-22
"1305","3","Ryushi Yanagisawawin","Win","Keiichiro Yamamiyaloss","Decision (Points)Kenji Kosuge","1","10:00",1997-03-22
"1306","2","Kiuma Kuniokuwin","Win","Haygar Chinloss","Submission (Armbar)Yoshinori Umeki","1","7:44",1997-03-22
"1307","1","Takafumi Itowin","Win","Satoshi Hasegawaloss","Decision (Unanimous)Yoshinori Umeki","1","10:00",1997-03-22
"1308","8","Yuki Kondo","Win","Masakatsu Funaki","Method Submission (Triangle Armbar)","1","15:12",1997-04-27
"1309","7","Bas Ruttenwin","Win","Kiuma Kuniokuloss","Decision (Points)Soichi Hiroto","1","15:00",1997-04-27
"1310","6","Ryushi Yanagisawawin","Win","Paul Varelansloss","Decision (Points)Hirotoshi Okamoto","1","15:00",1997-04-27
"1311","5","Leon van Dijkwin","Win","Osami Shibuyaloss","Submission (Ankle Lock)Hirotoshi Okamoto","1","5:30",1997-04-27
"1312","4","Jason DeLuciawin","Win","Takafumi Itoloss","Submission (Rear-Naked Choke)Kenji Kosuge","1","4:54",1997-04-27
"1313","3","Kazuo Takahashiwin","Win","Satoshi Hasegawaloss","TKO (Palm Strikes)Kenji Kosuge","1","6:20",1997-04-27
"1314","2","Takaku Fukewin","Win","Paul Lazenbyloss","Submission (Ankle Lock)Yoshinori Umeki","1","7:45",1997-04-27
"1315","1","Keiichiro Yamamiyawin","Win","Taka Michinokuloss","Submission (Keylock)Yoshinori Umeki","1","7:36",1997-04-27
"1316","6","Minoru Suzuki","Win","Joel Sutton","Method Submission (Keylock)","1","0:48",1997-05-24
"1317","5","Yuki Kondowin","Win","Gary Myersloss","Submission (Heel Hook)Hirotoshi Okamoto","1","5:35",1997-05-24
"1318","4","Jason DeLuciawin","Win","Kazuo Takahashiloss","Submission (Armbar)Kenji Kosuge","1","5:13",1997-05-24
"1319","3","Semmy Schiltwin","Win","Takaku Fukeloss","Submission (Rear-Naked Choke)Kenji Kosuge","1","8:59",1997-05-24
"1320","2","Kiuma Kuniokudraw","Win","Keiichiro Yamamiyadraw","Draw (Majority)Yoshinori Umeki","1","10:00",1997-05-24
"1321","1","Takafumi Itowin","Win","Jong Wang Kimloss","Submission (Armbar)Yoshinori Umeki","1","0:55",1997-05-24
"1322","6","Minoru Suzuki","Win","Jagjit Singh","Method KO (Palm Strike)","1","0:21",1997-06-18
"1323","5","Jason DeLuciawin","Win","Kiuma Kuniokuloss","TKO (Doctor Stoppage)Soichi Hiroto","1","18:51",1997-06-18
"1324","4","Ryushi Yanagisawawin","Win","Les Johnstonloss","Submission (Banana Split)Kenji Kosuge","1","8:35",1997-06-18
"1325","3","Takafumi Itowin","Win","Jason Godseyloss","Submission (Rear-Naked Choke)Kenji Kosuge","1","11:09",1997-06-18
"1326","2","Osami Shibuyawin","Win","David Mooreloss","Submission (Ankle Lock)Yoshinori Umeki","1","5:45",1997-06-18
"1327","1","Satoshi Hasegawawin","Win","Paul Lazenbyloss","Decision (Lost Points)Yoshinori Umeki","1","10:00",1997-06-18
"1328","6","Yuki Kondo","Win","Semmy Schilt","Method Decision (Unanimous)","1","20:00",1997-06-30
"1329","5","Masakatsu Funakiwin","Win","Wes Gassawayloss","Submission (Ankle Lock)Hirotoshi Okamoto","1","1:05",1997-06-30
"1330","4","Bas Ruttenwin","Win","Takaku Fukeloss","Submission (Armbar)Hirotoshi Okamoto","1","4:28",1997-06-30
"1331","3","Guy Mezgerwin","Win","Keiichiro Yamamiyaloss","Decision (Lost Points)Hirotoshi Okamoto","1","15:00",1997-06-30
"1332","2","Osami Shibuyawin","Win","Brian Gassawayloss","Submission (Armbar)Yoshinori Umeki","1","8:47",1997-06-30
"1333","1","Alex Andradewin","Win","Satoshi Hasegawaloss","Decision (Lost Points)Yoshinori Umeki","1","10:00",1997-06-30
"1334","6","Masakatsu Funaki","Win","Osami Shibuya","Method Submission (Guillotine Choke)","1","9:30",1997-07-20
"1335","5","Leon van Dijkwin","Win","Takafumi Itoloss","Submission (Rear-Naked Choke)Hirotoshi Okamoto","2","1:05",1997-07-20
"1336","4","Keiichiro Yamamiyawin","Win","Les Johnstonloss","Submission (Guillotine Choke)Hirotoshi Okamoto","1","4:07",1997-07-20
"1337","3","Kosei Kubotawin","Win","Jong Wang Kimloss","TKO (Wrist Injury)Yoshinori Umeki","1","2:45",1997-07-20
"1338","2","Ikuhisa Minowawin","Win","Haygar Chinloss","Submission (Kneebar)Yoshinori Umeki","1","2:24",1997-07-20
"1339","1","Satoshi Hasegawawin","Win","David Mooreloss","Submission (Shoulder Lock)Yoshinori Umeki","1","3:57",1997-07-20
"1340","4","Keiichiro Yamamiya","Win","Satoshi Hasegawa","Method TKO (Knees)","1","5:50",1997-07-20
"1341","3","Jason Godseywin","Win","Yuki Kondoloss","Submission (Neck Crank)Kenji Kosuge","1","8:17",1997-07-20
"1342","2","Keiichiro Yamamiyawin","Win","Kosei Kubotaloss","Decision (Points)Kenji Kosuge","1","10:00",1997-07-20
"1343","1","Satoshi Hasegawawin","Win","Ikuhisa Minowaloss","Decision (Unanimous)Kenji Kosuge","2","3:00",1997-07-20
"1344","4","Keiichiro Yamamiya","Win","Osami Shibuya","Method Decision (1-0)","2","3:00",1997-08-09
"1345","3","Kiuma Kuniokuwin","Win","Satoshi Hasegawaloss","Submission (Toe Hold)Soichi Hiroto","1","9:07",1997-08-09
"1346","2","Takaku Fukewin","Win","Kosei Kubotaloss","Submission (Guillotine Choke)Yoshinori Umeki","1","3:22",1997-08-09
"1347","1","Yuki Kondowin","Win","Ikuhisa Minowaloss","Submission (Toe Hold)Yoshinori Umeki","1","5:13",1997-08-09
"1348","9","Yuki Kondo","Win","Jason DeLucia","Method Submission (Toe Hold)","1","27:22",1997-09-06
"1349","8","Masakatsu Funakiwin","Win","Guy Mezgerloss","Submission (Triangle Armbar)Soichi Hiroto","1","3:58",1997-09-06
"1350","7","Keiichiro Yamamiyawin","Win","Minoru Suzukiloss","Decision (Points)Hirotoshi Okamoto","1","20:00",1997-09-06
"1351","6","Bas Ruttenwin","Win","Osami Shibuyaloss","Submission (Body Crunch)Hirotoshi Okamoto","1","3:15",1997-09-06
"1352","5","Kiuma Kuniokuwin","Win","John Loberloss","Decision (Points)Kenji Kosuge","1","10:00",1997-09-06
"1353","4","Jason Godseywin","Win","Kazuo Takahashiloss","Submission (Rear-Naked Choke)Kenji Kosuge","2","1:20",1997-09-06
"1354","3","Takafumi Itowin","Win","Takaku Fukeloss","Submission (Armbar)Yoshinori Umeki","1","5:52",1997-09-06
"1355","2","Jong Wang Kimwin","Win","Chris Chalmersloss","Submission (Forearm Choke)Yoshinori Umeki","1","8:35",1997-09-06
"1356","1","Ikuhisa Minowadraw","Win","Kosei Kubotadraw","Draw (Majority)Yoshinori Umeki","1","10:00",1997-09-06
"1357","7","Yuki Kondo","Win","Leon van Dijk","Method Decision (Unanimous)","1","20:00",1997-10-29
"1358","6","Guy Mezgerwin","Win","Kiuma Kuniokuloss","KO (Head Kick)Soichi Hiroto","1","11:12",1997-10-29
"1359","5","John Loberdraw","Win","Osami Shibuyadraw","Draw (Majority)Yoshinori Umeki","1","15:00",1997-10-29
"1360","4","Keiichiro Yamamiyadraw","Win","Tra Telligmandraw","Draw (Majority)Yoshinori Umeki","2","3:00",1997-10-29
"1361","3","Kazuo Takahashiwin","Win","Jong Wang Kimloss","KO (Knees)Yoshinori Umeki","1","1:06",1997-10-29
"1362","2","Takafumi Itowin","Win","Ikuhisa Minowaloss","Submission (Toe Hold)Kenji Kosuge","1","6:34",1997-10-29
"1363","1","Satoshi Hasegawadraw","Win","Kosei Kubotadraw","Draw (Majority)Kenji Kosuge","2","3:00",1997-10-29
"1364","6","Yuki Kondo","Win","Kazuo Takahashi","Method Submission (Arm-Triangle Choke)","1","7:27",1997-11-16
"1365","5","Masakatsu Funakiwin","Win","Jason Godseyloss","Submission (Calf Slicer)Soichi Hiroto","1","7:12",1997-11-16
"1366","4","Keiichiro Yamamiyawin","Win","Takafumi Itoloss","Decision (Majority)Yoshinori Umeki","2","3:00",1997-11-16
"1367","3","Osami Shibuyawin","Win","Ikuhisa Minowaloss","Decision (Lost Points)Yoshinori Umeki","1","10:00",1997-11-16
"1368","2","Satoshi Hasegawawin","Win","Takaku Fukeloss","Decision (Lost Points)Hirotoshi Okamoto","1","10:00",1997-11-16
"1369","1","Kosei Kubotawin","Win","Omar Bouicheloss","Decision (Unanimous)Hirotoshi Okamoto","2","3:00",1997-11-16
"1370","8","Masakatsu Funaki","Win","Yuki Kondo","Method Submission (Triangle Kimura)","1","2:20",1997-12-20
"1371","7","Bas Ruttenwin","Win","Keiichiro Yamamiyaloss","Submission (Rear-Naked Choke)Soichi Hiroto","1","4:58",1997-12-20
"1372","6","Ryushi Yanagisawawin","Win","John Loberloss","TKO (Broken Ankle)Hirotoshi Okamoto","1","0:55",1997-12-20
"1373","5","Jason DeLuciawin","Win","Ikuhisa Minowaloss","Submission (Rear-Naked Choke)Hirotoshi Okamoto","1","3:47",1997-12-20
"1374","4","Guy Mezgerwin","Win","Satoshi Hasegawaloss","Technical Submission (Straight Armbar)Yoshinori Umeki","1","2:52",1997-12-20
"1375","3","Osami Shibuyadraw","Win","Igor Zinovievdraw","Draw (Unanimous)Yoshinori Umeki","2","3:00",1997-12-20
"1376","2","Jong Wang Kimwin","Win","Kiuma Kuniokuloss","Technical Submission (Guillotine Choke)Kenji Kosuge","1","0:21",1997-12-20
"1377","1","Takafumi Itowin","Win","Kosei Kubotaloss","Submission (Toe Hold)Kenji Kosuge","1","7:03",1997-12-20
"1378","18","Gary Myers","Win","Keith Mielke","Method TKO (Submission to Punches)","1","1:19",1999-04-02
"1379","17","Jason Godseywin","Win","Zane Frazierloss","Submission (Rear-Naked Choke)N/A","1","0:45",1999-04-02
"1380","16","Dave Strasserwin","Win","Jeff Lindsayloss","TKO (Submission to Punches)N/A","1","3:01",1999-04-02
"1381","15","Dave Mennewin","Win","Mike McClureloss","TKO (Submission to Punches)N/A","1","4:47",1999-04-02
"1382","14","Shonie Carterwin","Win","Phil Johnsloss","TKO (Knee Injury)N/A","1","2:59",1999-04-02
"1383","13","David Doddwin","Win","Jeff Monsonloss","Submission (Armbar)N/A","1","0:46",1999-04-02
"1384","12","Tyrone Robertswin","Win","Roger Stinerloss","TKO (Punches)N/A","1","1:35",1999-04-02
"1385","11","Matt Hugheswin","Win","Joe Sternloss","TKO (Punches)N/A","1","2:30",1999-04-02
"1386","10","Dave Strasserwin","Win","Sean Brockmoleloss","Technical Submission (Guillotine Choke)N/A","1","1:32",1999-04-02
"1387","9","Jeff Lindsaywin","Win","Brian Raineyloss","Submission (Heel Hook)N/A","1","1:32",1999-04-02
"1388","8","Dave Mennewin","Win","Ken Parhamloss","Decision (Unanimous)N/A","1","15:00",1999-04-02
"1389","7","Mike McClurewin","Win","Dennis Hallmanloss","Decision (Split)N/A","1","15:00",1999-04-02
"1390","6","Eddie Moorewin","Win","Rainbo Carrionloss","TKO (Cut)N/A","1","6:12",1999-04-02
"1391","5","Kerry Schallwin","Win","Wade Hamiltonloss","TKO (Submission to Knees)N/A","1","0:34",1999-04-02
"1392","4","Dennis Reedwin","Win","Jeremy Motlloss","Submission (Rear-Naked Choke)N/A","1","1:00",1999-04-02
"1393","3","Greg Lucaswin","Win","Mike Haltomloss","Submission (Armbar)N/A","1","3:30",1999-04-02
"1394","2","Del Marwin","Win","Guy Hintonloss","TKO (Submission to Punches)N/A","1","3:16",1999-04-02
"1395","1","Lane Andrewswin","Win","Tom Kirkloss","Submission (Rear-Naked Choke)N/A","1","2:43",1999-04-02
"1396","7","Semmy Schilt","Win","Minoru Suzuki","Method KO (Knee)","1","9:52",1998-01-16
"1397","6","Ryushi Yanagisawawin","Win","Jason Godseyloss","KO (Knee)Soichi Hiroto","1","3:14",1998-01-16
"1398","5","Osami Shibuyawin","Win","Keiichiro Yamamiyaloss","Submission (Toe Hold)Hiromi Okamoto","1","17:31",1998-01-16
"1399","4","Jason DeLuciawin","Win","Takafumi Itoloss","Decision (Points)Hiromi Okamoto","1","10:00",1998-01-16
"1400","3","Kiuma Kuniokuwin","Win","Kosei Kubotaloss","Submission (Armbar)Yoshinori Umeki","1","7:52",1998-01-16
"1401","2","Katsuomi Inagakiwin","Win","Jong Wang Kimloss","Submission (Armbar)Yoshinori Umeki","1","4:39",1998-01-16
"1402","1","Satoshi Hasegawawin","Win","Ikuhisa Minowaloss","Submission (Toe Hold)Yoshinori Umeki","2","1:10",1998-01-16
"1403","7","Masakatsu Funaki","Win","Katsuomi Inagaki","Method Submission (Kimura)","1","2:36",1998-02-06
"1404","6","Takafumi Itowin","Win","Takaku Fukeloss","Decision (Unanimous)Yoshinori Umeki","2","3:00",1998-02-06
"1405","5","Osami Shibuyawin","Win","Kazuo Takahashiloss","Submission (Kneebar)Hiromi Okamoto","1","9:35",1998-02-06
"1406","4","Kiuma Kuniokudraw","Win","Yuki Kondodraw","Draw (Majority)Kenji Kosuge","2","3:00",1998-02-06
"1407","3","Ryushi Yanagisawadraw","Win","Keiichiro Yamamiyadraw","Draw (Unanimous)Yoshinori Umeki","2","3:00",1998-02-06
"1408","2","Satoshi Hasegawawin","Win","Semmy Schiltloss","Submission (Ankle Lock)Yoshinori Umeki","1","3:56",1998-02-06
"1409","1","Tony Rojowin","Win","Jong Wang Kimloss","Submission (Guillotine Choke)Hiromi Okamoto","1","2:11",1998-02-06
"1410","6","Keiichiro Yamamiya","Win","Minoru Suzuki","Method Decision (Majority)","1","20:00",1998-03-01
"1411","5","Kiuma Kuniokuwin","Win","Osami Shibuyaloss","Decision (Majority)Soichi Hiroto","1","20:00",1998-03-01
"1412","4","Jason DeLuciawin","Win","Satoshi Hasegawaloss","TKO (Doctor Stoppage)Kenji Kosuge","1","0:55",1998-03-01
"1413","3","Katsuomi Inagakidraw","Win","Takaku Fukedraw","Draw (Majority)Kenji Kosuge","2","3:00",1998-03-01
"1414","2","Takafumi Itowin","Win","Jong Wang Kimloss","Submission (Ankle Lock)Yoshinori Umeki","1","2:06",1998-03-01
"1415","1","Kosei Kubotawin","Win","Haygar Chinloss","Submission (Armbar)Yoshinori Umeki","1","6:48",1998-03-01
"1416","6","Masakatsu Funaki","Win","Semmy Schilt","Method Decision (Points)","1","15:00",1998-03-18
"1417","5","Guy Mezgerwin","Win","Ryushi Yanagisawaloss","Decision (Unanimous)Hiromi Okamoto","1","20:00",1998-03-18
"1418","4","Kazuo Takahashiwin","Win","Leon van Dijkloss","Decision (Unanimous)Kenji Kosuge","2","3:00",1998-03-18
"1419","3","Katsuomi Inagakiwin","Win","Takafumi Itoloss","Decision (Points)Kenji Kosuge","1","10:00",1998-03-18
"1420","2","Justin McCullydraw","Win","Daisuke Ishiidraw","Draw (Unanimous)Yoshinori Umeki","2","3:00",1998-03-18
"1421","1","Minoru Suzukiwin","Win","Kosei Kubotaloss","Submission (Rear-Naked Choke)Yoshinori Umeki","1","3:38",1998-03-18
"1422","8","Guy Mezger","Win","Masakatsu Funaki","Method Decision (Unanimous)","1","30:00",1998-04-26
"1423","7","Yuki Kondowin","Win","Keiichiro Yamamiyaloss","Decision (Majority)Soichi Hiroto","1","20:00",1998-04-26
"1424","6","Ryushi Yanagisawawin","Win","Jason DeLucialoss","Submission (Toe Hold)Hiromi Okamoto","1","12:44",1998-04-26
"1425","5","Minoru Suzukiwin","Win","Tony Rojoloss","Decision (Unanimous)Hiromi Okamoto","2","3:00",1998-04-26
"1426","4","Semmy Schiltwin","Win","Jason Godseyloss","TKO (Doctor Stoppage)Kenji Kosuge","1","1:47",1998-04-26
"1427","3","Adrian Serranowin","Win","Kiuma Kuniokuloss","Decision (Majority)Kenji Kosuge","2","3:00",1998-04-26
"1428","2","Osami Shibuyawin","Win","Takaku Fukeloss","Decision (Unanimous)Yoshinori Umeki","2","3:00",1998-04-26
"1429","1","Satoshi Hasegawawin","Win","Ikuhisa Minowaloss","Decision (Majority)Yoshinori Umeki","2","3:00",1998-04-26
"1430","14","Jeremy Horn","Win","Justin Ellison","Method TKO (Submission to Palm Strikes)","1","2:30",1999-05-15
"1431","13","Jennifer Howewin","Win","Nicole Anayaloss","Submission (Rear-Naked Choke)N/A","1","2:45",1999-05-15
"1432","12","Travis Fultonwin","Win","Heath Herringloss","Decision (Unanimous)N/A","1","12:00",1999-05-15
"1433","11","Todd Broadawaywin","Win","Paul Buentelloloss","TKO (Doctor Stoppage)N/A","1","6:00",1999-05-15
"1434","10","Adrian Serranowin","Win","Izzy Johnsonloss","Submission (Rear-Naked Choke)N/A","1","5:32",1999-05-15
"1435","9","Joe Slickwin","Win","Denis Kangloss","Submission (Arm-Triangle Choke)N/A","1","5:53",1999-05-15
"1436","8","Bobby Hoffmanwin","Win","Rocky Batastiniloss","Decision (Unanimous)N/A","1","12:00",1999-05-15
"1437","7","Bobby Hoffmanwin","Win","Joe Campanellaloss","Submission (Keylock)N/A","1","1:12",1999-05-15
"1438","6","Rocky Batastiniwin","Win","George Randolphloss","KO (Kick)N/A","1","2:55",1999-05-15
"1439","5","Jordan Damonwin","Win","Ben Callloss","Decision (Split)N/A","1","12:00",1999-05-15
"1440","4","Jordan Damonwin","Win","Adam Johnsonloss","Submission (Rear-Naked Choke)N/A","2","3:38",1999-05-15
"1441","3","Ben Callwin","Win","Allan Mollringloss","Submission (Toe Hold)N/A","1","1:06",1999-05-15
"1442","2","Colby Rogerswin","Win","Jack Averyloss","Submission (Rear-Naked Choke)N/A","1","0:42",1999-05-15
"1443","1","Steve Gommwin","Win","Craig Skilesloss","Submission (Armbar)N/A","1","1:01",1999-05-15
"1444","8","Jeremy Horn","Win","Kristian Rothaermel","Method Submission (Rear-Naked Choke)","1","2:31",1999-06-11
"1445","7","Leah Hamiltonwin","Win","Nicole Anayaloss","Submission (Armbar)N/A","1","11:55",1999-06-11
"1446","6","Dave Mennewin","Win","Jesse Jonesloss","Decision (Unanimous)N/A","1","20:00",1999-06-11
"1447","5","Dave Mennewin","Win","Brent Medleyloss","Technical Submission (Guillotine Choke)N/A","1","0:21",1999-06-11
"1448","4","Jesse Joneswin","Win","Adam Johnsonloss","Submission (Armbar)N/A","1","1:18",1999-06-11
"1449","3","Andy Sandersdraw","Win","Brian Dunndraw","DrawN/A","1","15:00",1999-06-11
"1450","2","Don Hamiltonwin","Win","Chad Sullivanloss","TKO (Punches)N/A","1","2:54",1999-06-11
"1451","1","Ken Lutherwin","Win","Daniel Davisloss","Submission (Keylock)N/A","1","1:09",1999-06-11
"1452","13","Allan Sullivan","Win","Dan Lowe","Method TKO (Punches)","2","1:40",2000-05-17
"1453","12","Michelle Farrowwin","Win","Jennifer Azzogloss","Submission (Armbar)N/A","1","2:40",2000-05-17
"1454","11","Tyler Brookswin","Win","James Suddathloss","TKO (Submission to Punches)N/A","2","2:00",2000-05-17
"1455","10","Mike Moeningwin","Win","Gabriel Sageloss","Submission (Choke)N/A","1","2:05",2000-05-17
"1456","9","KC KCwin","Win","David Dayloss","Submission (Choke)N/A","2","1:40",2000-05-17
"1457","8","Edwin Deweeswin","Win","Chris Meyersloss","Submission (Ankle Lock)N/A","2","0:17",2000-05-17
"1458","7","Matt Crushwin","Win","Owen Phelpsloss","DecisionN/A","3","3:00",2000-05-17
"1459","6","Eric Pollackwin","Win","Joseph Pelliginoloss","Submission (Choke)N/A","1","0:48",2000-05-17
"1460","5","Mike Berardiwin","Win","Fulton Farrellloss","Submission (Choke)N/A","1","0:55",2000-05-17
"1461","4","Jason Wigginswin","Win","Cameron Mullinloss","Submission (Choke)N/A","1","2:00",2000-05-17
"1462","3","Edward Sanchezwin","Win","Del Hawkinsloss","Submission (Armbar)N/A","1","0:55",2000-05-17
"1463","2","Bobby Bentonwin","Win","Norman Pierceloss","Submission (Choke)N/A","1","2:14",2000-05-17
"1464","1","Michael Smitchwin","Win","Joseph Bochenekloss","Submission (Choke)N/A","1","0:51",2000-05-17
"1465","14","Shane Johnson","Win","Jesus Valdez","Method Submission (Armbar)","1","0:45",2000-06-21
"1466","13","David Harriswin","Win","Baron Williamsloss","Submission (Choke)N/A","1","0:46",2000-06-21
"1467","12","Edwin Deweeswin","Win","MacArthur Bluebackloss","Submission (Choke)N/A","1","0:29",2000-06-21
"1468","11","Drew Morawin","Win","Kenny Stilesloss","Submission (Armbar)N/A","1","1:01",2000-06-21
"1469","10","Bill Cameronwin","Win","Ted Baileyloss","TKON/A","1","2:29",2000-06-21
"1470","9","Marla Conradwin","Win","Patrick Whiteloss","KON/A","2","2:38",2000-06-21
"1471","8","Drew Fickettwin","Win","Jeff Horlacherloss","Submission (Choke)N/A","1","1:58",2000-06-21
"1472","7","Allan Sullivanwin","Win","Kauai Kupihealoss","Submission (Choke)N/A","3","2:19",2000-06-21
"1473","6","Will Vincentwin","Win","Mike McCarrollloss","Submission (Choke)N/A","1","2:53",2000-06-21
"1474","5","Mike Berardiwin","Win","Cameron Mullinloss","Submission (Choke)N/A","1","1:29",2000-06-21
"1475","4","James Gilmorewin","Win","Brian Millerloss","Submission (Ankle Lock)N/A","3","1:40",2000-06-21
"1476","3","Norman Piercewin","Win","JC Jansenloss","Submission (Choke)N/A","1","1:00",2000-06-21
"1477","2","Del Hawkinswin","Win","Kevin Sandekinloss","Submission (Choke)N/A","1","0:40",2000-06-21
"1478","1","Michael Smitchwin","Win","Joseph Bochenekloss","Submission (Choke)N/A","1","0:41",2000-06-21
"1479","18","Homer Moore","Win","Drew Mora","Method Decision (Unanimous)","3","3:00",2000-07-26
"1480","17","Shane Johnsonwin","Win","Vince Fragoloss","Submission (Armbar)N/A","1","1:00",2000-07-26
"1481","16","Kauai Kupiheawin","Win","Joseph Pelliginoloss","KO (Punch)N/A","1","0:27",2000-07-26
"1482","15","Allan Sullivanwin","Win","Brendon Tilleyloss","Submission (Armbar)N/A","1","2:08",2000-07-26
"1483","14","David Harriswin","Win","Edwin Deweesloss","Submission (Armbar)N/A","2","1:52",2000-07-26
"1484","13","Drew Fickettwin","Win","Bill Cameronloss","Decision (Unanimous)N/A","3","3:00",2000-07-26
"1485","12","Tyler Brookswin","Win","Jeff Horlacherloss","TKO (Punches)N/A","2","3:00",2000-07-26
"1486","11","Mike Berardiwin","Win","MacArthur Bluebackloss","Submission (Armbar)N/A","1","2:40",2000-07-26
"1487","10","James Suddathwin","Win","Michael Chavezloss","TKO (Punches)N/A","1","3:00",2000-07-26
"1488","9","James Upshurwin","Win","Keith Udellloss","Decision (Unanimous)N/A","3","3:00",2000-07-26
"1489","8","Norman Piercewin","Win","Cory Kleinloss","Submission (Choke)N/A","1","0:50",2000-07-26
"1490","7","Will Bimsonwin","Win","Chris Meyersloss","Decision (Unanimous)N/A","3","3:00",2000-07-26
"1491","6","Farrell Frisbywin","Win","John Rayborneloss","Submission (Armbar)N/A","1","0:31",2000-07-26
"1492","5","John Lansingwin","Win","Jamie Armedarisloss","TKO (Submission to Punches)N/A","2","1:40",2000-07-26
"1493","4","Mike Stoddardwin","Win","Marco Farellaloss","Submission (Choke)N/A","1","1:00",2000-07-26
"1494","3","Nathan Bulittawin","Win","Chris Shrankoloss","TKO (Punches)N/A","1","2:36",2000-07-26
"1495","2","Matt Spencerwin","Win","Matt Fiddlerloss","Decision (Unanimous)N/A","1","3:00",2000-07-26
"1496","1","Michael Smitchwin","Win","Joseph Bochenekloss","TKO (Submission to Punches)N/A","1","0:41",2000-07-26
"1497","18","Pat Miletich","Win","Shonie Carter","Method Decision (Unanimous)","1","20:00",1999-08-21
"1498","17","Jeremy Hornwin","Win","Adam Harrisloss","TKO (Punches)N/A","1","2:31",1999-08-21
"1499","16","Travis Fultonwin","Win","Wade Romeloss","TKO (Punches)N/A","1","0:59",1999-08-21
"1500","15","Andre Robertswin","Win","Joe Campanellaloss","TKO (Punches)N/A","1","2:07",1999-08-21
"1501","14","Bobby Hoffmanwin","Win","Tommy Sauerloss","Submission (Guillotine Choke)N/A","1","4:46",1999-08-21
