"","Match","Fighter","Result","Opponent","Method","Round","Time","Date"
"4024","2","Toshinobu Komeyawin","Win","Hiroyuki Yoshiokaloss","Decision (Unanimous)N/A","2","3:00",1997-07-27
"4025","1","Sanae Kikutawin","Win","Jun Kitagawaloss","Submission (Achilles Lock)N/A","1","3:14",1997-07-27
"4026","7","Masanori Suda","Win","Shunsuke Hayashi","Method Submission (Heel Hook)","1","1:51",1997-12-20
"4027","6","Shunsuke Hayashiwin","Win","Hiroyuki Yoshiokaloss","Submission (Armbar)N/A","2","1:13",1997-12-20
"4028","5","Masanori Sudawin","Win","Izuru Takeuchiloss","Submission (Toe Hold)N/A","1","1:53",1997-12-20
"4029","4","Hiroyuki Yoshiokawin","Win","Yuichi Miyazakiloss","Submission (Armbar)N/A","1","0:38",1997-12-20
"4030","3","Shunsuke Hayashiwin","Win","Taro Obataloss","Decision (Unanimous)N/A","2","3:00",1997-12-20
"4031","2","Izuru Takeuchiwin","Win","Motohiko Sugiyamaloss","Decision (Unanimous)N/A","2","3:00",1997-12-20
"4032","1","Masanori Sudawin","Win","Mitsuhiro Suzukiloss","Decision (Unanimous)N/A","2","3:00",1997-12-20
"4033","8","Matt Hughes","Win","Steve Gomm","Method TKO (Punches)","2","3:18",2001-09-08
"4034","7","Jason Medinawin","Win","Justin Ellisonloss","Submission (Punches)N/A","1","4:04",2001-09-08
"4035","6","Dave Phillipswin","Win","Justin Sessionsloss","Submission (Armbar)N/A","1","2:40",2001-09-08
"4036","5","David Bancroftwin","Win","Matt Philipsloss","Submission (Triangle Choke)N/A","1","2:44",2001-09-08
"4037","4","Chad Daviswin","Win","Jason Gyllenskogloss","Decision (Unanimous)N/A","3","5:00",2001-09-08
"4038","3","Nate Quarrywin","Win","Drew McFedriesloss","TKO (Exhaustion)N/A","2","3:03",2001-09-08
"4039","2","Phil Hendersonwin","Win","Rick Gravesonloss","Submission (Guillotine Choke)N/A","2","2:43",2001-09-08
"4040","1","Kevin Asrartewin","Win","Tex Virnigloss","KO (Elbow)N/A","1","1:47",2001-09-08
"4041","7","Aaron Riley","Win","Jeremy Bennett","Method KO (Punches)","1","N/A",2000-03-17
"4042","6","Scott Henzewin","Win","Joe Geromillerloss","TKO (Injury)N/A","0","N/A",2000-03-17
"4043","5","Chris Lytlewin","Win","CJ Fernandesloss","Submission (Triangle Choke)N/A","1","3:54",2000-03-17
"4044","4","Dale Carsonwin","Win","Chad Bartlettloss","Submission (Choke)N/A","0","N/A",2000-03-17
"4045","3","Mike Dunnwin","Win","Billy Johnsonloss","TKO (Submission to Punches)N/A","0","N/A",2000-03-17
"4046","2","Alex Stieblingwin","Win","Louis Burgetteloss","TKO (Submission to Punches)N/A","0","N/A",2000-03-17
"4047","1","Dmitry Beyerwin","Win","Jeremy Boltloss","TKO (Exhaustion)N/A","0","N/A",2000-03-17
"4048","8","Jesse Jones","Win","Anthony Macias","Method Submission (Rear-Naked Choke)","1","2:23",2001-09-15
"4049","7","Joe Doerksenwin","Win","Robbie Newmanloss","Submission (Keylock)N/A","1","1:45",2001-09-15
"4050","6","Rich Clementiwin","Win","Cedric Stewartloss","Submission (Rear-Naked Choke)N/A","1","2:23",2001-09-15
"4051","5","Brian Dunnwin","Win","Marco Maceraloss","Submission (Guillotine Choke)N/A","1","2:26",2001-09-15
"4052","4","Tony Fryklundwin","Win","Jeremiah O'Nealloss","Submission (Guillotine Choke)N/A","1","0:53",2001-09-15
"4053","3","Casey Erwinwin","Win","Shannon Berryloss","Submission (Verbal)N/A","2","3:40",2001-09-15
"4054","2","Jeremy Jiminezwin","Win","Shannon Holgateloss","TKO (Punches)N/A","1","4:55",2001-09-15
"4055","1","Kelly Lasseignewin","Win","Robert Acostaloss","TKO (Retirement)N/A","1","5:00",2001-09-15
"4056","7","Naoya Uematsu","Win","Caol Uno","Method Submission (Achilles Lock)","1","0:23",1997-12-20
"4057","6","Caol Unowin","Win","Hiroki Kotaniloss","Decision (Unanimous)N/A","2","3:00",1997-12-20
"4058","5","Naoya Uematsuwin","Win","Mitsuo Matsumotoloss","Decision (Unanimous)N/A","2","3:00",1997-12-20
"4059","4","Hiroki Kotaniwin","Win","Naoto Kojimaloss","Submission (Heel Hook)N/A","1","1:10",1997-12-20
"4060","3","Caol Unowin","Win","Masahito Wachiloss","Decision (Unanimous)N/A","2","3:00",1997-12-20
"4061","2","Mitsuo Matsumotowin","Win","Yoshihiro Fujitaloss","Decision (Unanimous)N/A","2","3:00",1997-12-20
"4062","1","Naoya Uematsuwin","Win","Takashi Ochiloss","Submission (Heel Hook)N/A","1","2:18",1997-12-20
"4063","5","Bob Schrijber","Win","Jerrel Venetiaan","Method KO (Punch)","1","3:42",1999-10-24
"4064","4","Alistair Overeemwin","Win","Ricardo Fyeetloss","Submission (Guillotine Choke)Michel Blitz","1","1:39",1999-10-24
"4065","3","Ronny Rivanodraw","Win","Ron Postdraw","DrawMichel Blitz","2","5:00",1999-10-24
"4066","2","Barrington Pattersonwin","Win","Sander MacKilljanloss","KO (Punch)Michel Blitz","1","2:51",1999-10-24
"4067","1","Can Sahinbaswin","Win","Vidal Serradillaloss","TKO (Punches)Michel Blitz","1","2:19",1999-10-24
"4068","6","Semmy Schilt","Win","Bob Schrijber","Method Technical Submission (Guillotine Choke)","2","1:00",2000-10-22
"4069","5","Ed de Kruijfwin","Win","Justin McCullyloss","Submission (Crucifix)Michel Blitz","1","2:36",2000-10-22
"4070","3","Barrington Pattersonwin","Win","Stanislav Nuschikloss","Submission (Smother Choke)Michel Blitz","2","2:30",2000-10-22
"4071","3","Rodney Glunderwin","Win","Tjerk Vermanenloss","TKO (Spinning Back Kick)Michel Blitz","1","0:47",2000-10-22
"4072","2","Ronny Rivanodraw","Win","Robbie Nelsondraw","DrawMichel Blitz","2","5:00",2000-10-22
"4073","1","Herman van Tolwin","Win","Can Sahinbasloss","Technical Submission (Keylock)Michel Blitz","1","4:04",2000-10-22
"4074","6","Bob Schrijber","Win","Ian Freeman","Method TKO (Doctor Stoppage)","1","1:28",2000-12-12
"4075","5","Patrick de Wittewin","Win","Rick Rootliebloss","KO (Head Kick)N/A","1","0:06",2000-12-12
"4076","4","Alistair Overeemwin","Win","Peter Verschurenloss","Submission (Keylock)N/A","1","1:06",2000-12-12
