"","Promotion","Event","EventID","Match","Fighter","FighterID","Result","Opponent","OpponentID","Method","Round","Time","Date"
"844","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"49","Arstanbek Zulumov","Arstanbek-Zulumov-376132","Win","Ramazan Mardidov","Ramazan-Mardidov-381357","Submission (Triangle Choke)N/A","1","1:22",2021-01-24
"845","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"48","Kubanychbek Uulu Ariet","Kubanychbek-Uulu-Ariet-379199","Win","Melis Kursanov","Melis-Kursanov-381356","Submission (Triangle Choke)N/A","1","4:08",2021-01-24
"846","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"47","Sherzod Kayumov","Sherzod-Kayumov-341191","Win","Marsabek uulu Aybek","Marsabek-uulu-Aybek-381355","KON/A","2","0:50",2021-01-24
"847","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"46","Obidjon Rakhimzoda","Obidjon-Rakhimzoda-380531","Win","Ulukbek uulu Asybek","Ulukbek-uulu-Asybek-381354","Submission (Heel Hook)N/A","1","3:54",2021-01-24
"848","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"45","Fayzidini Radzhabali","Fayzidini-Radzhabali-190823","Win","Alexey Kuznetsov","Alexey-Kuznetsov-381353","Submission (Triangle Choke)N/A","1","1:02",2021-01-24
"849","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"44","Umarali Dzhalilov","Umarali-Dzhalilov-211055","Win","Kurmanbek Kimsanov","Kurmanbek-Kimsanov-381352","TKON/A","1","2:42",2021-01-24
"850","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"43","Dzhambul Chergeskhanov","Dzhambul-Chergeskhanov-219165","Win","Kazbek uulu Nurgazy","Kazbek-uulu-Nurgazy-381351","Submission (Armbar)N/A","1","2:42",2021-01-24
"851","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"42","Sukhrob Safarov","Sukhrob-Safarov-352885","Win","Almaz Samatov","Almaz-Samatov-374914","Submission (Armbar)N/A","1","3:26",2021-01-24
"852","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"41","Sherzodi Sadullo","Sherzodi-Sadullo-372926","Win","Adam Makhtiev","Adam-Makhtiev-381350","TKON/A","1","0:38",2021-01-24
"853","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"40","Mukhammad Kholikov","Mukhammad-Kholikov-369446","Win","Nurgazy Baryev","Nurgazy-Baryev-381349","TKO (Injury)N/A","1","0:38",2021-01-24
"854","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"39","Nursultan Tokonov","Nursultan-Tokonov-381348","Win","Umarali Nuridinov","Umarali-Nuridinov-374945","Submission (Rear-Naked Choke)N/A","1","4:14",2021-01-24
"855","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"38","Shamil Magomedov","Shamil-Magomedov-381346","Win","Khakan Kurakhov","Khakan-Kurakhov-381347","Submission (Rear-Naked Choke)N/A","2","0:46",2021-01-24
"856","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"37","Temur Akhmatzhanov","Temur-Akhmatzhanov-381344","Win","Kumarin Kazbekov","Kumarin-Kazbekov-381345","TKON/A","1","0:37",2021-01-24
"857","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"36","Abdulaziz Razhzhabekov","Abdulaziz-Razhzhabekov-381342","Win","Ulan Uranov","Ulan-Uranov-381343","Submission (Guillotine Choke)N/A","1","1:50",2021-01-24
"858","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"35","Zabi Paktival","Zabi-Paktival-381340","Win","Georgiy Semyonov","Georgiy-Semyonov-381341","Submission (Guillotine Choke)N/A","1","0:32",2021-01-24
"859","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"34","Orifjon Bekodiev","Orifjon-Bekodiev-364489","Win","Allab Otman","Allab-Otman-379246","Submission (Guillotine Choke)N/A","1","0:45",2021-01-24
"860","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"33","Magomed Kadiev","Magomed-Kadiev-236673","Win","Shohrukh Aliyev","Shohrukh-Aliyev-335467","TKON/A","2","1:12",2021-01-24
"861","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"32","Durusbek Aladashov","Durusbek-Aladashov-367481","Win","Izzatbek Abdurakhimov","Izzatbek-Abdurakhimov-381339","DisqualificationN/A","1","0:48",2021-01-24
"862","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"31","Kubanychbek Kurmanbekov","Kubanychbek-Kurmanbekov-375850","Win","Fariddun Kholikov","Fariddun-Kholikov-375882","TKON/A","1","0:45",2021-01-24
"863","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"30","Mirlan Rakhmanberdiev","Mirlan-Rakhmanberdiev-381337","Win","Bakhridin Khushmatov","Bakhridin-Khushmatov-381338","Submission (Guillotine Choke)N/A","1","1:35",2021-01-24
"864","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"29","Toychubek uulu Daniyar","Toychubek-uulu-Daniyar-381335","Win","Magomed Terekbaev","Magomed-Terekbaev-381336","TKON/A","1","1:35",2021-01-24
"865","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"28","Shokhrukh Shomurodov","Shokhrukh-Shomurodov-381333","Win","Ali Amangeldiev","Ali-Amangeldiev-381334","Decision (Unanimous)N/A","2","5:00",2021-01-24
"866","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"27","Aleksandr Balaur","Aleksandr-Balaur-379233","Win","Magomed Zainalov","Magomed-Zainalov-339833","TKON/A","1","4:18",2021-01-24
"867","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"26","Kutubay Uulu Zhigitali","Kutubay-Uulu-Zhigitali-331175","Win","Yusuf Zaripov","Yusuf-Zaripov-380102","Decision (Unanimous)N/A","2","5:00",2021-01-24
"868","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"25","Alexander Arustamyan","Alexander-Arustamyan-359537","Win","Anvar Magomaev","Anvar-Magomaev-379227","Submission (Guillotine Choke)N/A","1","1:08",2021-01-24
"869","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"24","Usman Kodirov","Usman-Kodirov-379347","Win","Ernest Abdukhalilov","Ernest-Abdukhalilov-381332","DisqualificationN/A","1","1:25",2021-01-24
"870","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"23","Alaybek Soronbaev","Alaybek-Soronbaev-279565","Win","Khurshed Yunuszoda","Khurshed-Yunuszoda-374936","Submission (Armbar)N/A","1","0:38",2021-01-24
"871","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"22","Zholboldu Akhunov","Zholboldu-Akhunov-336781","Win","Bakhtovar Khalifaev","Bakhtovar-Khalifaev-373012","Submission (Armbar)N/A","1","3:36",2021-01-24
"872","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"21","Gennadiy Yakovlev","Gennadiy-Yakovlev-381330","Win","Zhasur Abdurakhimov","Zhasur-Abdurakhimov-381331","Submission (Armbar)N/A","1","3:21",2021-01-24
"873","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"20","Argen Satymov","Argen-Satymov-380123","Win","Ekhson Kurbonov","Ekhson-Kurbonov-301551","Submission (Triangle Choke)N/A","2","3:40",2021-01-24
"874","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"19","Subkhonali Naimov","Subkhonali-Naimov-381328","Win","Danila Rud","Danila-Rud-381329","Submission (Choke)N/A","1","1:20",2021-01-24
"875","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"18","Shakhbulat Abuev","Shakhbulat-Abuev-381326","Win","Abdusalom Niyazov","Abdusalom-Niyazov-381327","TKON/A","1","0:28",2021-01-24
"876","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"17","Murad Velikhanov","Murad-Velikhanov-381324","Win","Subkhan Rakhmatillov","Subkhan-Rakhmatillov-381325","TKON/A","1","1:49",2021-01-24
"877","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"16","Zavkivbek Mirov","Zavkivbek-Mirov-381322","Win","Anzor Omarov","Anzor-Omarov-381323","Submission (Armbar)N/A","1","3:03",2021-01-24
"878","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"15","Georgiy Tskhovrebov","Georgiy-Tskhovrebov-377796","Win","Magomed Magomedov","Magomed-Magomedov-381321","Decision (Unanimous)N/A","2","5:00",2021-01-24
"879","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"14","Maksat Mamatkulov","Maksat-Mamatkulov-381319","Win","Alim Makhaev","Alim-Makhaev-381320","TKON/A","1","3:54",2021-01-24
"880","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"13","Khamzali Lashkariev","Khamzali-Lashkariev-377417","Win","Kadyrbek Uulu Nasirov","Kadyrbek-Uulu-Nasirov-381318","Submission (Armbar)N/A","1","0:38",2021-01-24
"881","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"12","Nurtilek Tabaldy Uulu","Nurtilek-Tabaldy-Uulu-347773","Win","Amantur Zaripbekov","Amantur-Zaripbekov-381317","Submission (Choke)N/A","1","4:35",2021-01-24
"882","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"11","Bekzod Kuldashev","Bekzod-Kuldashev-381316","Win","Okhunjon Zafar Ogli Umurzokov","Okhunjon-Zafar-Ogli-Umurzokov-377276","KON/A","2","3:15",2021-01-24
"883","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"10","Magomedmurad Abakarov","Magomedmurad-Abakarov-381314","Win","Faiziddin Rakhmanov","Faiziddin-Rakhmanov-381315","TKON/A","1","0:28",2021-01-24
"884","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"9","Magomed Magomedov","Magomed-Magomedov-381313","Win","Shakhmurat Abduraymov","Shakhmurat-Abduraymov-361769","Submission (Rear-Naked Choke)N/A","2","1:45",2021-01-24
"885","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"8","Syymyk Adylbekov","Syymyk-Adylbekov-381311","Win","Munir Zhuraev","Munir-Zhuraev-381312","Submission (Choke)N/A","2","4:17",2021-01-24
"886","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"7","Nursultan Abdirashitov","Nursultan-Abdirashitov-381309","Win","Akmal Sarimsakov","Akmal-Sarimsakov-381310","Decision (Unanimous)N/A","2","5:00",2021-01-24
"887","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"6","Bakdoolot Isakov","Bakdoolot-Isakov-381307","Win","Amriddin Nasriddinov","Amriddin-Nasriddinov-381308","TKON/A","1","2:22",2021-01-24
"888","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"5","Zokirzhon Azimov","Zokirzhon-Azimov-381305","Win","Ulanbek Karypov","Ulanbek-Karypov-381306","Submission (Guillotine Choke)N/A","1","1:15",2021-01-24
"889","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"4","Kurmanbek Absamatov","Kurmanbek-Absamatov-380103","Win","Anzor Ayubov","Anzor-Ayubov-379203","TKON/A","2","4:34",2021-01-24
"890","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"3","Georgiy Kozaev","Georgiy-Kozaev-381303","Win","Zhanbolot Muraliev","Zhanbolot-Muraliev-381304","DisqualificationN/A","1","3:20",2021-01-24
"891","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"2","Talantbek Uulu Erbol","Talantbek-Uulu-Erbol-381301","Win","Mirzobek Mirzoev","Mirzobek-Mirzoev-381302","Submission (Rear-Naked Choke)N/A","1","2:42",2021-01-24
"892","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 18",88347,"1","Ivan Bayakin","Ivan-Bayakin-380114","Win","Niymon Mamytov","Niymon-Mamytov-381300","KON/A","1","2:11",2021-01-24
"893","National League Mixed Martial Arts of Cameroon","CFC 12Combats de MMA",88366,"3","Staline Valentin Kamgang","Staline-Valentin-Kamgang-379639","Win","Mbong Rene","Mbong-Rene-329001","Method","0","0:00",2021-01-24
"894","National League Mixed Martial Arts of Cameroon","CFC 12Combats de MMA",88366,"2","Manga Felixyet to c","Manga-Felix-320339","Win","Rodolphe Kamdemyet to ","Rodolphe-Kamdem-379638","N/A","0","0:00",2021-01-24
"895","National League Mixed Martial Arts of Cameroon","CFC 12Combats de MMA",88366,"1","Endom Bikim Steve Durantyet to c","Endom-Bikim-Steve-Durant-320353","Win","Mvougou Mvodoyet to ","Mvougou-Mvodo-379637","N/A","0","0:00",2021-01-24
"896","Octagon Promotion","Octagon PromotionOctagon Selection Vol. 15",88438,"12","Baurzhan Kuanyshbayev","Baurzhan-Kuanyshbayev-186141","Win","Sagyndyk Mukhanov","Sagyndyk-Mukhanov-264169","Method TKO","2","2:38",2021-01-27
"897","Octagon Promotion","Octagon PromotionOctagon Selection Vol. 15",88438,"11","Sambet Naimanbayev","Sambet-Naimanbayev-199503","Win","Yelzhan Aliaskar","Yelzhan-Aliaskar-291963","KODaurenbek Dzhakaev","2","2:25",2021-01-27
"898","Octagon Promotion","Octagon PromotionOctagon Selection Vol. 15",88438,"10","Ilyas Eleusinov","Ilyas-Eleusinov-279361","Win","Alexander Krol","Alexander-Krol-380479","TKODaurenbek Dzhakaev","1","0:59",2021-01-27
"899","Octagon Promotion","Octagon PromotionOctagon Selection Vol. 15",88438,"9","Damir Tolenov","Damir-Tolenov-364515","Win","Akzhol Olzhabaev","Akzhol-Olzhabaev-331823","TKODaurenbek Dzhakaev","2","4:41",2021-01-27
"900","Octagon Promotion","Octagon PromotionOctagon Selection Vol. 15",88438,"8","Farhod Davlyatov","Farhod-Davlyatov-380846","Win","Daniyar Ongar","Daniyar-Ongar-380847","Decision (Unanimous)Daurenbek Dzhakaev","3","5:00",2021-01-27
"901","Octagon Promotion","Octagon PromotionOctagon Selection Vol. 15",88438,"7","Ugiloy Nasimova","Ugiloy-Nasimova-272577","Win","Gulmira Sabyrzhanova","Gulmira-Sabyrzhanova-380845","TKODaurenbek Dzhakaev","1","1:49",2021-01-27
"902","Octagon Promotion","Octagon PromotionOctagon Selection Vol. 15",88438,"6","Zhanbolat Ragchauly","Zhanbolat-Ragchauly-380843","Win","Alambek Abdilla Uulu","Alambek-Abdilla-Uulu-380844","TKODaurenbek Dzhakaev","2","3:46",2021-01-27
"903","Octagon Promotion","Octagon PromotionOctagon Selection Vol. 15",88438,"5","Azamat Tasbulatov","Azamat-Tasbulatov-332283","Win","Berik Shinaliyev","Berik-Shinaliyev-364519","TKODaurenbek Dzhakaev","2","2:42",2021-01-27
"904","Octagon Promotion","Octagon PromotionOctagon Selection Vol. 15",88438,"4","Meruert Ibraeva","Meruert-Ibraeva-380841","Win","Sevinch Ismailova","Sevinch-Ismailova-380842","TKODaurenbek Dzhakaev","1","0:28",2021-01-27
"905","Octagon Promotion","Octagon PromotionOctagon Selection Vol. 15",88438,"3","Belgizhan Seitenov","Belgizhan-Seitenov-332157","Win","Ibraim Khasuev","Ibraim-Khasuev-380840","KODaurenbek Dzhakaev","1","2:26",2021-01-27
"906","Octagon Promotion","Octagon PromotionOctagon Selection Vol. 15",88438,"2","Madiyar Shaizkhanuly","Madiyar-Shaizkhanuly-372168","Win","Olzhas Tursynbay","Olzhas-Tursynbay-380839","TKODaurenbek Dzhakaev","1","3:32",2021-01-27
"907","Octagon Promotion","Octagon PromotionOctagon Selection Vol. 15",88438,"1","Emrakh Shavkatov","Emrakh-Shavkatov-380848","Win","Askar Dauit","Askar-Dauit-380849","Decision (Unanimous)Daurenbek Dzhakaev","3","5:00",2021-01-27
"908","Back Alley Promotions","XKOXtreme Knockout 49: Friday Night",88394,"8","Keeton Gorton","Keeton-Gorton-151167","Win","Evers Anderson","Evers-Anderson-208393","Method","0","0:00",2021-01-28
"909","Back Alley Promotions","XKOXtreme Knockout 49: Friday Night",88394,"7","Brandon Bennettyet to c","Brandon-Bennett-285545","Win","Charles Williamsyet to ","Charles-Williams-236419","N/A","0","0:00",2021-01-28
"910","Back Alley Promotions","XKOXtreme Knockout 49: Friday Night",88394,"6","Landry Wardyet to c","Landry-Ward-285547","Win","Jaccob Charlesyet to ","Jaccob-Charles-275473","N/A","0","0:00",2021-01-28
"911","Back Alley Promotions","XKOXtreme Knockout 49: Friday Night",88394,"5","Logan Nailyet to c","Logan-Nail-66886","Win","Carlton Little Sr.yet to ","Carlton-Little-Sr-59652","N/A","0","0:00",2021-01-28
"912","Back Alley Promotions","XKOXtreme Knockout 49: Friday Night",88394,"4","John Phamyet to c","John-Pham-215277","Win","Eddie Torresyet to ","Eddie-Torres-222263","N/A","0","0:00",2021-01-28
"913","Back Alley Promotions","XKOXtreme Knockout 49: Friday Night",88394,"3","Noah Villemaretteyet to c","Noah-Villemarette-341645","Win","Beachey Suttonyet to ","Beachey-Sutton-365565","N/A","0","0:00",2021-01-28
"914","Back Alley Promotions","XKOXtreme Knockout 49: Friday Night",88394,"2","Destiny Oldenkampyet to c","Destiny-Oldenkamp-319319","Win","Nataliya Kharkavayayet to ","Nataliya-Kharkavaya-308663","N/A","0","0:00",2021-01-28
"915","Back Alley Promotions","XKOXtreme Knockout 49: Friday Night",88394,"1","Emmanuel Calhouneyet to c","Emmanuel-Calhoune-309149","Win","Aaron Mickyet to ","Aaron-Mick-311749","N/A","0","0:00",2021-01-28
"916","King Fighting Championship","KFC 4King Fighting Championship 4",88704,"10","Mohammad Iqbal Afzali","Mohammad-Iqbal-Afzali-379283","Win","Mohammad Nasim Wardak","Mohammad-Nasim-Wardak-381236","Method Decision","5","5:00",2021-01-28
"917","King Fighting Championship","KFC 4King Fighting Championship 4",88704,"9","Haseebullah Azizi","Haseebullah-Azizi-381234","Win","Shadab Wohidi","Shadab-Wohidi-381235","SubmissionQaseem","3","1:00",2021-01-28
"918","King Fighting Championship","KFC 4King Fighting Championship 4",88704,"8","Jalal Hajizada","Jalal-Hajizada-375303","Win","Sayeed Jabarkhil","Sayeed-Jabarkhil-381233","TKOZardad","2","5:00",2021-01-28
"919","King Fighting Championship","KFC 4King Fighting Championship 4",88704,"7","Sheesrahman Saifi","Sheesrahman-Saifi-381231","Win","Said Mogawir Sadat","Said-Mogawir-Sadat-381232","DecisionIklil Adel","3","5:00",2021-01-28
"920","King Fighting Championship","KFC 4King Fighting Championship 4",88704,"6","Masiullah Mohammadi","Masiullah-Mohammadi-381229","Win","Mohammad Nasir Takona","Mohammad-Nasir-Takona-381230","TKOIkram Omarkhil","2","5:00",2021-01-28
"921","King Fighting Championship","KFC 4King Fighting Championship 4",88704,"5","Nimatullah Samadi","Nimatullah-Samadi-381227","Win","Ramin Imami","Ramin-Imami-381228","TKOAhmad Suhail Hasanzada","2","2:25",2021-01-28
"922","King Fighting Championship","KFC 4King Fighting Championship 4",88704,"4","Mohammad Sayad Jabarkhil","Mohammad-Sayad-Jabarkhil-381225","Win","Ahmad Yar Afghan","Ahmad-Yar-Afghan-381226","DecisionHazrat Tawfeq","3","5:00",2021-01-28
"923","King Fighting Championship","KFC 4King Fighting Championship 4",88704,"3","Ferdows Emran","Ferdows-Emran-381223","Win","Zohail Ahmadi","Zohail-Ahmadi-381224","DecisionHazrat Tawfeq","3","5:00",2021-01-28
"924","King Fighting Championship","KFC 4King Fighting Championship 4",88704,"2","Fraidoon Yousufzai","Fraidoon-Yousufzai-379287","Win","Ramin Mubariz","Ramin-Mubariz-381222","SubmissionHazrat Tawfeq","1","1:42",2021-01-28
"925","King Fighting Championship","KFC 4King Fighting Championship 4",88704,"1","Dor Mohammad Mohammadi","Dor-Mohammad-Mohammadi-381220","Win","Nasir Mubariz","Nasir-Mubariz-381221","SubmissionFawad","1","2:38",2021-01-28
"926","Afghanistan Lions Fighting Championship","ALFC 6Afghanistan Lions Fighting Championship 6",88706,"8","Ezatullah Majroh","Ezatullah-Majroh-359205","Win","Samim Badakhshi","Samim-Badakhshi-381272","Method TKO","1","3:50",2021-01-28
"927","Afghanistan Lions Fighting Championship","ALFC 6Afghanistan Lions Fighting Championship 6",88706,"7","Nasratullah Langari","Nasratullah-Langari-368167","Win","Ahmad Zia Badakhshi","Ahmad-Zia-Badakhshi-376887","Decision (Unanimous)Yama Alizada","5","5:00",2021-01-28
"928","Afghanistan Lions Fighting Championship","ALFC 6Afghanistan Lions Fighting Championship 6",88706,"6","Amir Rehman Noor","Amir-Rehman-Noor-305773","Win","Jamil Khan Marouf","Jamil-Khan-Marouf-359291","TKOYama Alizada","2","1:55",2021-01-28
"929","Afghanistan Lions Fighting Championship","ALFC 6Afghanistan Lions Fighting Championship 6",88706,"5","Safiullah Popal Zai","Safiullah-Popal-Zai-381270","Win","Nasratullah Afghan","Nasratullah-Afghan-359223","TKO (Doctor Stoppage)Yama Alizada","2","1:00",2021-01-28
"930","Afghanistan Lions Fighting Championship","ALFC 6Afghanistan Lions Fighting Championship 6",88706,"4","Hussain Ahmadi","Hussain-Ahmadi-381268","Win","Helal Badakhshi","Helal-Badakhshi-381269","Decision (Unanimous)Yama Alizada","3","5:00",2021-01-28
"931","Afghanistan Lions Fighting Championship","ALFC 6Afghanistan Lions Fighting Championship 6",88706,"3","Rafiullah Ferozi","Rafiullah-Ferozi-381266","Win","Shahbuddin Badakhshi","Shahbuddin-Badakhshi-381267","KOFarid Rohani","1","2:10",2021-01-28
"932","Afghanistan Lions Fighting Championship","ALFC 6Afghanistan Lions Fighting Championship 6",88706,"2","Mohammad Safi Mukhlis","Mohammad-Safi-Mukhlis-376881","Win","Sadam Kareemi","Sadam-Kareemi-381265","DecisionFarid Rohani","3","5:00",2021-01-28
"933","Afghanistan Lions Fighting Championship","ALFC 6Afghanistan Lions Fighting Championship 6",88706,"1","Samim Nasimi","Samim-Nasimi-381264","Win","Mohammad Zubair Amiri","Mohammad-Zubair-Amiri-381263","Decision (Unanimous)Yama Alizada","3","5:00",2021-01-28
"934","Peak Fighting","Peak Fighting 6Domination",88144,"19","Zikica Krsmanovic","Zikica-Krsmanovic-217497","Win","Christopher Miller","Christopher-Miller-215115","Method","0","0:00",2021-01-29
"935","Peak Fighting","Peak Fighting 6Domination",88144,"18","Jessie Henryyet to c","Jessie-Henry-312223","Win","Mitchell Cuppyet to ","Mitchell-Cupp-235629","N/A","0","0:00",2021-01-29
"936","Peak Fighting","Peak Fighting 6Domination",88144,"17","Eduardo Herrerayet to c","Eduardo-Herrera-266793","Win","Ishiah Carsonyet to ","Ishiah-Carson-317751","N/A","0","0:00",2021-01-29
"937","Peak Fighting","Peak Fighting 6Domination",88144,"16","Matthew Scogginyet to c","Matthew-Scoggin-361009","Win","Marcus Williamsonyet to ","Marcus-Williamson-345263","N/A","0","0:00",2021-01-29
"938","Peak Fighting","Peak Fighting 6Domination",88144,"15","Daniel Youngyet to c","Daniel-Young-379646","Win","Andrew Spenceryet to ","Andrew-Spencer-365837","N/A","0","0:00",2021-01-29
"939","Peak Fighting","Peak Fighting 6Domination",88144,"14","Dania Cruzyet to c","Dania-Cruz-365977","Win","Nathalie Martinezyet to ","Nathalie-Martinez-347903","N/A","0","0:00",2021-01-29
"940","Peak Fighting","Peak Fighting 6Domination",88144,"13","Brayan Mendozayet to c","Brayan-Mendoza-379645","Win","Miguel Cruzyet to ","Miguel-Cruz-271487","N/A","0","0:00",2021-01-29
"941","Peak Fighting","Peak Fighting 6Domination",88144,"12","Joshua Brunsonyet to c","Joshua-Brunson-341643","Win","Patrick Gutierrezyet to ","Patrick-Gutierrez-345281","N/A","0","0:00",2021-01-29
"942","Peak Fighting","Peak Fighting 6Domination",88144,"11","Alex Sewardyet to c","Alex-Seward-354557","Win","Bailey Porteryet to ","Bailey-Porter-379644","N/A","0","0:00",2021-01-29
"943","Peak Fighting","Peak Fighting 6Domination",88144,"10","Coby Bradfordyet to c","Coby-Bradford-358061","Win","Mikey Martinezyet to ","Mikey-Martinez-375533","N/A","0","0:00",2021-01-29
"944","Peak Fighting","Peak Fighting 6Domination",88144,"9","Conner McKelleryet to c","Conner-McKeller-379642","Win","Kristian Esparzayet to ","Kristian-Esparza-379643","N/A","0","0:00",2021-01-29
"945","Peak Fighting","Peak Fighting 6Domination",88144,"8","Jack McDanielsyet to c","Jack-McDaniels-317747","Win","Weston Thompsonyet to ","Weston-Thompson-338211","N/A","0","0:00",2021-01-29
"946","Peak Fighting","Peak Fighting 6Domination",88144,"7","Dion Ramirezyet to c","Dion-Ramirez-379640","Win","Ozzy Rodriguezyet to ","Ozzy-Rodriguez-379641","N/A","0","0:00",2021-01-29
"947","Peak Fighting","Peak Fighting 6Domination",88144,"6","Christian Ammonsyet to c","Christian-Ammons-367855","Win","Kalani Geansyet to ","Kalani-Geans-322347","N/A","0","0:00",2021-01-29
"948","Peak Fighting","Peak Fighting 6Domination",88144,"5","Silas Lucasyet to c","Silas-Lucas-374431","Win","Charles Sheppardyet to ","Charles-Sheppard-130909","N/A","0","0:00",2021-01-29
"949","Peak Fighting","Peak Fighting 6Domination",88144,"4","Madison Guinnyet to c","Madison-Guinn-379652","Win","Laura Johnyet to ","Laura-John-319687","N/A","0","0:00",2021-01-29
"950","Peak Fighting","Peak Fighting 6Domination",88144,"3","Mia Graweyet to c","Mia-Grawe-379650","Win","Stephanie Gonzalesyet to ","Stephanie-Gonzales-379651","N/A","0","0:00",2021-01-29
"951","Peak Fighting","Peak Fighting 6Domination",88144,"2","Jessie Clarkyet to c","Jessie-Clark-334965","Win","Stephanie Taylor Clineyet to ","Stephanie-Taylor-Cline-379649","N/A","0","0:00",2021-01-29
"952","Peak Fighting","Peak Fighting 6Domination",88144,"1","Cameron Phesheryet to c","Cameron-Phesher-379647","Win","Kirklyn Sorrelyet to ","Kirklyn-Sorrel-379648","N/A","0","0:00",2021-01-29
"953","One Championship","One ChampionshipUnbreakable 2",88352,"5","Mauro Cerilli","Mauro-Cerilli-156205","Win","Abdulbasir Vagabov","Abdulbasir-Vagabov-190827","Method TKO (Punches)","2","0:36",2021-01-29
"954","One Championship","One ChampionshipUnbreakable 2",88352,"4","Daichi Takenaka","Daichi-Takenaka-103287","Win","Ivanildo Silva Delfino","Ivanildo-Silva-Delfino-213771","Submission (Rear-Naked Choke)Olivier Coste","3","2:55",2021-01-29
"955","One Championship","One ChampionshipUnbreakable 2",88352,"3","Kwon Won Il","Kwon-Won-Il-161997","Win","Rui Chen","Rui-Chen-232899","TKO (Punches)Mohamad Sulaiman","3","0:31",2021-01-29
"956","One Championship","One ChampionshipUnbreakable 2",88352,"2","Sovannahry Em","Sovannahry-Em-242693","Win","Jung Yoon Choi","Jung-Yoon-Choi-258433","TKO (Punches)Mohamad Sulaiman","2","2:51",2021-01-29
"957","One Championship","One ChampionshipUnbreakable 2",88352,"1","Oumar Kane","Oumar-Kane-350661","Win","Alain Ngalani","Alain-Ngalani-141657","TKO (Punches)Olivier Coste","1","4:32",2021-01-29
"958","Legacy Fighting Alliance (LFA)","LFA 98Fremd vs. Oliveira",88367,"8","Josh Fremd","Josh-Fremd-162285","Win","Bruno Oliveira","Bruno-Oliveira-87843","Method KO (Punch)","1","2:37",2021-01-29
"959","Legacy Fighting Alliance (LFA)","LFA 98Fremd vs. Oliveira",88367,"7","Lucas Clay","Lucas-Clay-225377","Win","J.J. Okanovich","JJ-Okanovich-93099","Decision (Unanimous)Nick Berens","3","5:00",2021-01-29
