"","Match","Fighter","Result","Opponent","Method","Round","Time","Date"
"4659","7","Dax Bruce","Win","Willy Solorio","Submission (Rear-Naked Choke)N/A","1","1:45",2001-08-31
"4660","6","Ted Stamatelos","Win","Bobby Perez","Submission (Guillotine Choke)N/A","1","1:33",2001-08-31
"4661","5","Einar Arason","Win","Angel Coadona","TKO (Punches)N/A","2","2:10",2001-08-31
"4662","4","Fred Vasquez","Win","Virgil Ortega","TKO (Punches)N/A","1","2:14",2001-08-31
"4663","3","Nick Diaz","Win","Mike Wick","Submission (Triangle Choke)N/A","1","3:43",2001-08-31
"4664","2","Frank Mir","Win","Dan Quinn","Submission (Triangle Choke)N/A","1","2:15",2001-08-31
"4665","1","Scott Smith","Win","Tim Kennedy","TKO (Cut)N/A","1","2:53",2001-08-31
"4666","12","Joe Doerksen","Win","Kyle Jensen","Method Submission (Kimura)","1","4:40",2003-06-07
"4667","11","Karl Knothe","Win","Kevin Campbell","Submission (Choke)N/A","2","N/A",2003-06-07
"4668","10","Josh Clausen","Win","Ben Tseth","KO (Punches)N/A","2","N/A",2003-06-07
"4669","9","Kyle Olsen","Win","Kory Keller","KO (Punches)N/A","1","N/A",2003-06-07
"4670","8","Brandon Carlson","Win","Brandon Thomas","Submission (Armbar)N/A","2","N/A",2003-06-07
"4671","7","Dan Hillier","Win","Josh Jablinskie","Submission (Punches)N/A","1","N/A",2003-06-07
"4672","6","Karl Knothe","Win","Daniel Mondor","Decision (Unanimous)N/A","3","5:00",2003-06-07
"4673","5","Josh Clausen","Win","Dustin Dunn","KO (Punches)N/A","1","N/A",2003-06-07
"4674","4","Sam Cleveland","Win","Roger Stiner","Submission (Guillotine Choke)N/A","3","N/A",2003-06-07
"4675","3","Kyle Olsen","Win","Cory Desjarlait","KO (Punches)N/A","1","N/A",2003-06-07
"4676","2","Brandon Carlson","Win","Brad Coreillie","Submission (Punches)N/A","3","N/A",2003-06-07
"4677","1","Joy Millan","Win","Jason Long","Submission (Armbar)N/A","2","N/A",2003-06-07
"4678","8","Rich Franklin","Win","Marvin Eastman","Method Submission (Armbar)","1","1:02",2001-11-03
"4679","7","Jermaine Andre","Win","Ronald Jhun","TKO (Punches)Mario Yamasaki","1","3:11",2001-11-03
"4680","6","Frank Trigg","Win","LaVerne Clark","TKO (Submission to Punches and Elbows)Steve Mazzagatti","3","2:15",2001-11-03
"4681","5","Antonio McKeed","Win","Jason Black","Draw (Split)Larry Landless","3","5:00",2001-11-03
"4682","4","Joao Roque","Win","Stephen Palling","Submission (Armbar)Mario Yamasaki","1","1:29",2001-11-03
"4683","3","Tony DeSouza","Win","Chatt Lavender","TKO (Doctor Stoppage)Steve Mazzagatti","1","3:24",2001-11-03
"4684","2","Vitor Ribeiro","Win","Charlie Kohler","TKO (Doctor Stoppage)Mario Yamasaki","1","3:50",2001-11-03
"4685","1","Tiki Ghosn","Win","Paul Rodriguez","Decision (Unanimous)Larry Landless","3","5:00",2001-11-03
"4686","7","Warren Owsley","Win","George Allen","Method Draw","3","0:00",2000-07-22
"4687","6","Todd Fox","Win","Nathaniel Baker","Submission (Guillotine Choke)N/A","1","021",2000-07-22
"4688","5","Keith Rockel","Win","Jim Phillips","Submission (Triangle Choke)N/A","1","1:43",2000-07-22
"4689","4","Virgil Strzelecki","Win","Dave Baker","TKO (Punches)N/A","1","3:47",2000-07-22
"4690","3","Chris Gochis","Win","Billy Johnson","Submission (Triangle Choke)N/A","1","0:00",2000-07-22
"4691","2","Dave Voutas","Win","Kelly Williams","TKO (Submission to Punches)N/A","1","4:51",2000-07-22
"4692","1","Jeremy Bolt","Win","Beau Whipple","Submission (Rear-Naked Choke)N/A","1","3:49",2000-07-22
"4693","17","Travis Fulton","Win","Courtney Turner","Method TKO (Submission to Punches)","1","1:16",1998-02-20
"4694","16","Travis Fulton","Win","Sam Adkins","Submission (Armbar)N/A","1","0:45",1998-02-20
"4695","15","Mark Jaquith","Win","Dan Croonquist","TKO (Submission to Punches)N/A","1","5:15",1998-02-20
"4696","14","Mike Delaney","Win","Bobby Hoffman","DecisionN/A","1","15:00",1998-02-20
"4697","13","Al Mussemann","Win","Bob Waters","Submission (Armbar)N/A","1","7:55",1998-02-20
"4698","12","Norm Waters","Win","Jason Henry","Submission (Rear-Naked Choke)N/A","1","3:42",1998-02-20
"4699","11","Doug Magee","Win","LaDorian Emmanuel","Submission (Guillotine Choke)N/A","1","0:45",1998-02-20
"4700","10","Joe Slick","Win","Wayne Pittman","Submission (Arm-Triangle Choke)N/A","1","2:10",1998-02-20
"4701","9","Shaine Combs","Win","Maurice Crowe","Submission (Guillotine Choke)N/A","1","0:50",1998-02-20
"4702","8","Travis Fulton","Win","Jamie Schell","Submission (Armbar)N/A","1","0:36",1998-02-20
"4703","7","Sam Adkins","Win","Clayton Miller","Submission (Guillotine Choke)N/A","1","0:26",1998-02-20
"4704","6","Mark Jaquith","Win","Al Mussemann","Submission (Rear-Naked Choke)N/A","1","1:54",1998-02-20
"4705","5","Dan Croonquist","Win","Bob Waters","Submission (Triangle Choke)N/A","1","0:55",1998-02-20
"4706","4","Bobby Hoffman","Win","Rick Graveson","TKO (Submission to Punches)N/A","1","3:08",1998-02-20
"4707","3","Troy Pacenka","Win","Jason Henry","Submission (Rear-Naked Choke)N/A","1","6:23",1998-02-20
"4708","2","Mike Swarbrick","Win","Mike Gramlich","Submission (Armbar)N/A","1","3:35",1998-02-20
"4709","1","Jason Kastli","Win","Tory McBroom","DecisionN/A","1","15:00",1998-02-20
"4710","10","John Olav Einemo","Win","Olaf in 't Veld","Method Submission (Punches)","1","1:07",2001-11-04
"4711","9","Ryuta Sakurai","Win","Nathan Schouteren","Submission (Armbar)N/A","1","1:27",2001-11-04
"4712","8","Mario Stapel","Win","Patrick Rahael","DecisionN/A","2","5:00",2001-11-04
"4713","7","Evert Fyeet","Win","Andre Frantz","DecisionN/A","2","5:00",2001-11-04
"4714","6","Marc Duncan","Win","Arnout van der Geest","Submission (Rear Naked Choke)N/A","2","0:49",2001-11-04
"4715","5","Shigetoshi Iwase","Win","Roemer Trumpert","Submission (Armbar)N/A","1","3:12",2001-11-04
"4716","4","Salim Raoelt","Win","Ricardo Turky","Submission (Punches)N/A","2","3:04",2001-11-04
"4717","3","Martijn Meenhuis","Win","Arjan van der Pol","Submission (Rear Naked Choke)N/A","1","2:07",2001-11-04
"4718","2","Unknown Fighterl","Win","Marc Lange","DecisionN/A","2","5:00",2001-11-04
"4719","1","David Baron","Win","Dirk van Opstal","Submission (Armbar)N/A","1","2:19",2001-11-04
"4720","13","Dan Severn","Win","John Dixson","Method TKO (Submission to Punches)","1","2:33",1997-09-05
"4721","12","Vladimir Matyushenko","Win","Anthony Macias","TKO (Submission to Punches)Andy Anderson","1","2:59",1997-09-05
"4722","11","Mike Gallo","Win","Jason Martindale","TKO (Submission to Punches)Jeff Collins","1","0:49",1997-09-05
"4723","10","Zee Vjesalic","Win","Angela Cla","No ContestN/A","0","0:00",1997-09-05
"4724","9","Vladimir Matyushenko","Win","Robert Lalonde","TKO (Submission to Punches)Andy Anderson","1","2:27",1997-09-05
"4725","8","Anthony Macias","Win","Wes Gassaway","TKO (Submission to Punches)Andy Anderson","1","3:49",1997-09-05
"4726","7","Zee Vjesalicu","Win","Brandy Smith","Submission (Arm-Triangle Choke)Jeff Collins","1","9:11",1997-09-05
"4727","6","Angela Clark","Win","Jamie Rogers","Submission (Rear-Naked Choke)Jeff Collins","1","0:36",1997-09-05
"4728","5","Vladimir Matyushenko","Win","Vernon White","Submission (Neck Crank)Andy Anderson","1","5:44",1997-09-05
"4729","4","Anthony Macias","Win","Yvonne Labbe","Submission (Rear-Naked Choke)Andy Anderson","1","0:38",1997-09-05
"4730","3","Robert Lalonde","Win","Felix Mitchell","Submission (Ankle Lock)Andy Anderson","1","3:20",1997-09-05
"4731","2","Wes Gassaway","Win","Justin Martin","TKO (Submission to Punches)Andy Anderson","1","3:43",1997-09-05
"4732","1","Edewaa Foster","Win","Jason Saulters","Submission (Guillotine Choke)Jeff Collins","1","0:50",1997-09-05
"4733","11","Dan Severn","Win","John Renfroe","Method Submission (Keylock)","1","2:28",1997-09-20
"4734","10","Laura Donovan","Draw","Victoria Schiltz","DrawN/A","1","45:00",1997-09-20
"4735","9","Brad Kohler","Win","Joe Slick","TKO (Corner Stoppage)N/A","1","4:12",1997-09-20
"4736","8","Matt Lindland","Win","Travis Fulton","Submission (Choke)N/A","1","22:13",1997-09-20
"4737","7","John Renken","Win","Jimmy Perez","Submission (Ankle Lock)N/A","1","9:58",1997-09-20
"4738","6","Brad Kohler","Win","Joel Sutton","TKO (Corner Stoppage)N/A","1","1:24",1997-09-20
"4739","5","Joe Slick","Win","Edewaa Foster","TKO (Submission to Punches)N/A","1","2:20",1997-09-20
"4740","4","Travis Fulton","Win","Paul Moller","KO (Punch)N/A","1","0:14",1997-09-20
"4741","3","Matt Lindland","Win","Mark Waters","TKO (Submission to Punches)N/A","1","2:20",1997-09-20
"4742","2","Jimmy Perez","Win","George Carson","Submission (Choke)N/A","1","2:59",1997-09-20
"4743","1","John Renken","Win","Mike Eierman","Submission (Triangle Choke)N/A","1","1:57",1997-09-20
"4744","10","Paulo Filho","Win","Luiz Claudio das Dores","Method TKO (Submission to Punches)","2","0:00",2000-07-24
"4745","9","Eli Soares","Win","Claudionor da Silva Fontinelle","Submission (Rear-Naked Choke)N/A","1","6:48",2000-07-24
"4746","8","Jorge Magalhaes","Win","Antonio Carlos Ribeiro","DecisionN/A","0","0:00",2000-07-24
"4747","7","Flavio Luiz Moura","Win","Marcelo Belmiro","DecisionN/A","0","0:00",2000-07-24
"4748","6","Elson Mattos","Win","Tulio Palhares","DecisionN/A","2","8:00",2000-07-24
"4749","5","Pedro Otavio","Win","Jalmir Ferreira","Submission (Rear-Naked Choke)N/A","1","5:40",2000-07-24
"4750","4","Jorge Magalhaes","Win","Israel Albuquerque","DecisionN/A","0","0:00",2000-07-24
"4751","3","Flavio Luiz Moura","Win","Aloisio Barros","DecisionN/A","0","0:00",2000-07-24
"4752","2","Antonio Carlos Ribeiro","Win","Paulo Alfonso","DecisionN/A","0","0:00",2000-07-24
"4753","1","Marcelo Belmiro","Win","Roan Carneiro","DecisionN/A","0","0:00",2000-07-24
"4754","17","Jorge Patino","Win","Claudionor Cardoso da Silva","Method Submission (Armbar)","1","0:28",1995-04-01
"4755","16","Roberto Godoi","Win","Fernando Santos","Submission (Neck Crank)Roberto Ardi","1","0:36",1995-04-01
"4756","15","Luiz Fraga","Win","Leandro Heck Gembo","Decision (Unanimous)Fernando da Cruz","1","13:00",1995-04-01
"4757","14","Jorge Patino","Win","Ricardo Antiorio","TKO (Submission to Punches)Otavio Rivalda","1","0:27",1995-04-01
"4758","13","Claudionor Cardoso da Silva","Win","Marcelo Fonseca","Decision (Unanimous)Roberto Ardi","1","13:00",1995-04-01
"4759","12","Leandro Heck Gembo","Win","Reinaldo dos Santos","TKO (Submission to Punches)Rubens Pereira","1","1:00",1995-04-01
"4760","11","Luiz Fraga","Win","Marcos Vieira","Technical Submission (Armbar)Otavio Rivalda","1","0:56",1995-04-01
"4761","10","Fernando Santos","Win","Arivaldo Souza","TKO (Punches)Otavio Rivalda","1","4:37",1995-04-01
"4762","9","Roberto Godoi","Win","Dilson Filho","Submission (Rear-Naked Choke)Rubens Pereira","1","0:48",1995-04-01
"4763","8","Jorge Patino","Win","Dulcino Silva","Submission (Rear-Naked Choke)Roberto Ardi","1","0:16",1995-04-01
"4764","7","Ricardo Antiorio","Win","Alexandre Castro","KO (Knee)Otavio Rivalda","1","0:40",1995-04-01
"4765","6","Claudionor Cardoso da Silva","Win","Lucio Faria","Submission (Rear-Naked Choke)Rubens Pereira","1","0:46",1995-04-01
"4766","5","Marcelo Fonseca","Win","Reinaldo Silva","TKO (Corner Stoppage)Otavio Rivalda","1","0:38",1995-04-01
"4767","4","Leandro Heck Gembo","Win","Saulo Mauli","TKO (Doctor Stoppage)Roberto Ardi","1","2:56",1995-04-01
"4768","3","Reinaldo dos Santos","Win","Nilson Fernandes Pulgatti","Submission (Armbar)Roberto Ardi","1","0:53",1995-04-01
"4769","2","Luiz Fraga","Win","Alvaro Pereira","Submission (Armbar)Rubens Pereira","1","1:28",1995-04-01
"4770","1","Marcos Vieira","Win","Edualson dos Santos","KO (Spinning Backfist)Otavio Rivalda","1","2:36",1995-04-01
"4771","10","Hayato Sakurai","Win","Jean Louis Alberch","Method Decision","2","3:00",2001-03-01
"4772","9","Patrick Fortrie","Win","Masanori Suda","DecisionN/A","1","5:00",2001-03-01
"4773","8","Takuya Inada","Win","Yannick Theresin","Submission (Armbar)N/A","1","2:49",2001-03-01
"4774","7","Takuya Wada","Win","Cedric Ribes","Submission (Heel Hook)N/A","1","1:02",2001-03-01
"4775","6","Andre Panza","Win","Yuji Kusu","DecisionN/A","1","5:00",2001-03-01
"4776","5","Didier Lutz","Win","Ryuji Goto","DecisionN/A","1","5:00",2001-03-01
"4777","4","Hideki Ogawa","Win","Guillaume Monod","Technical Submission (Lapel Choke)N/A","1","0:35",2001-03-01
"4778","3","Moise Rimbon","Win","Frantz Favier","SubmissionN/A","0","0:00",2001-03-01
"4779","2","James Schiavo","Win","Boris Viale","SubmissionN/A","0","0:00",2001-03-01
"4780","1","Shinya Tsuchida","Win","Giuseppe Iofrida","TKO (Strikes)N/A","1","3:03",2001-03-01
"4781","10","Dave Menne","Win","Dennis Reed","Method TKO","1","0:00",2003-06-14
"4782","8","Roger Huerta","Win","Clint Williams","TKO (Submission to Knees)N/A","2","0:00",2003-06-14
"4783","7","Tom Martini","Win","Tony Conner","TKON/A","1","0:00",2003-06-14
"4784","6","John Leibfred","Win","Ryan Sakry","KON/A","2","0:00",2003-06-14
"4785","5","Mark Lowry","Win","Sean Stumme","KON/A","1","0:00",2003-06-14
"4786","4","Matt Timmish","Win","Kurt Perretti","DecisionN/A","3","0:00",2003-06-14
"4787","3","Nate Homme","Win","Ben Roehl","Submission (Triangle Choke)N/A","1","0:00",2003-06-14
"4788","2","Rich Miller","Win","Steve Roth","TKON/A","2","0:00",2003-06-14
"4789","1","Joe Lynch","Win","Chaz Donavan","DecisionN/A","3","0:00",2003-06-14
"4790","14","Jorge Pereira","Win","Ebenezer Fontes Braga","Method TKO (Strikes)","1","11:18",1995-09-12
"4791","13","Alcimara Linger","Win","Eliane Godoi","TKO (Submission to Strikes)N/A","1","2:35",1995-09-12
"4792","12","Jorge Patino","Win","Ivo dos Reis","TKO (Submission to Strikes)N/A","1","1:01",1995-09-12
"4793","11","Wander Braga","Win","Leandro Heck Gembo","TKO (Submission to Strikes)N/A","1","3:46",1995-09-12
"4794","10","Daniel Rego","Win","Marcelo Giudici","Submission (Triangle Choke)N/A","1","8:00",1995-09-12
"4795","9","Eliane Godoi","Win","Eva Maria Silva","Submission (Rear-Naked Choke)N/A","1","4:41",1995-09-12
"4796","8","Alcimara Linger","Win","Adriana Miranda","TKO (Strikes)N/A","1","0:20",1995-09-12
"4797","7","Ebenezer Fontes Braga","Win","Agrinaldo Raiel","TKO (Submission to Strikes)N/A","1","1:24",1995-09-12
"4798","6","Jorge Pereira","Win","Nelson Roberto Becao","TKO (Submission to Strikes)N/A","1","3:35",1995-09-12
"4799","5","Jorge Patino","Win","Guaracy Pereira","TKO (Submission to Strikes)N/A","1","1:07",1995-09-12
"4800","4","Ivo dos Reis","Win","Jose de Campos","Submission (Choke)N/A","1","8:04",1995-09-12
"4801","3","Wander Braga","Win","Alexandre Bueno","TKO (Submission to Strikes)N/A","1","1:41",1995-09-12
"4802","2","Daniel Rego","Win","Misael Silva","Submission (Armbar)N/A","1","1:57",1995-09-12
"4803","1","Marcelo Giudici","Win","Joao Marcelo Prado","Submission (Guillotine Choke)N/A","1","0:39",1995-09-12
"4804","14","Bob Schrijber","Win","Martin Malkhasyan","Method TKO (Punches)","1","8:40",2001-11-11
"4805","13","Gilbert Yvel","Win","Ibragim Magomedov","Submission (Rear-Naked Choke)Apy Echteld","1","2:45",2001-11-11
"4806","12","Chalid Arrab","Win","Roman Zentsov","TKO (Punches)Apy Echteld","1","0:53",2001-11-11
"4807","11","Oleg Tsygolnik","Win","Mika Ilmen","Submission (Knee Injury)N/A","1","1:35",2001-11-11
"4808","10","Stanislav Nuschik","Win","Marcelo Vieira","TKO (Punches)Apy Echteld","1","3:46",2001-11-11
"4809","9","Arman Gambaryan","Win","Armando Lyra","Submission (Rear-Naked Choke)N/A","1","3:22",2001-11-11
"4810","8","Andrei Semenov","Win","Renato Vieira","TKO (Punches)N/A","1","1:01",2001-11-11
"4811","7","Patrick de Witte","Win","Arslan Amatov","TKO (Doctor Stoppage)N/A","1","2:29",2001-11-11
"4812","6","Yka Leino","Win","Nikolai Onikienko","Submission (Armbar)Apy Echteld","1","2:10",2001-11-11
"4813","5","Alexei Veselovzorov","Win","Dave Dalgliesh","Submission (Rear-Naked Choke)Apy Echteld","1","3:56",2001-11-11
"4814","4","Ronny Rivano","Win","Danila Veselov","TKO (Punches)N/A","1","1:45",2001-11-11
"4815","3","Sergei Bytchkov","Win","Jani Lax","TKO (Punches)N/A","1","3:00",2001-11-11
"4816","2","Ashot Konstandyan","Win","Tony Torres","TKO (Punches)Apy Echteld","1","1:02",2001-11-11
"4817","1","Alexandr Sokov","Win","David Marcina","Submission (Rear-Naked Choke)Apy Echteld","1","7:20",2001-11-11
"4818","12","Edwin Dewees","Win","Jesus Valdez","Method Submission (Choke)","2","1:57",2001-11-07
"4819","11","Joe Riggs","Win","Justin Lyon","TKO (Submission to Punches)N/A","1","0:33",2001-11-07
"4820","10","Jason Welch","Win","James Meals","TKO (Punches)N/A","1","0:29",2001-11-07
"4821","9","Michelle Farrow","Win","Kim Rider","TKO (Punches)N/A","1","0:28",2001-11-07
"4822","8","Shane Schartzer","Win","Mike Rainier","DQN/A","1","0:24",2001-11-07
"4823","7","Kyle Seals","Win","DJ Hollingsworth","Submission (Armbar)N/A","1","0:52",2001-11-07
"4824","6","Keith Jardine","Win","Abe Andujo","TKO (Punches)N/A","1","1:20",2001-11-07
"4825","5","John Lansing","Win","Ira Boyd","Decision (Unanimous)N/A","3","3:00",2001-11-07
"4826","4","Thomas Schulte","Win","Mark Beacher","Submission (Choke)N/A","1","0:51",2001-11-07
"4827","3","Gabriel Casillas","Win","Jerrot Lewis","Submission (Choke)N/A","1","2:29",2001-11-07
"4828","2","Nick Roscorla","Win","John Upton","Submission (Keylock)N/A","2","0:46",2001-11-07
"4829","1","Wyland Berry","Win","Heath Perry","Submission (Choke)N/A","1","1:58",2001-11-07
"4830","7","Wesley Correira","Win","Marcelo Alves Eneas Dantas","Method DQ (Headbutt)","2","0:00",2001-05-24
"4831","6","Egan Inoue","Win","Brett Al-azzawi","Submission (Forearm Choke)N/A","1","1:29",2001-05-24
"4832","5","Ronald Jhun","Win","Dave Strasser","Submission (Armbar)N/A","2","4:42",2001-05-24
"4833","4","Falaniko Vitale","Win","Dennis Reed","Submission (Armbar)N/A","1","0:43",2001-05-24
"4834","3","Ben Earwood","Win","John Chrisostomo","Submission (Achilles Lock)N/A","1","4:38",2001-05-24
"4835","2","Paul Ano","Win","Rick Graveson","Submission (Kimura)N/A","1","0:00",2001-05-24
"4836","1","David Yeung","Win","Gabe Lemley","DecisionN/A","2","5:00",2001-05-24
"4837","19","Martin Malkhasyan","Win","Sergey Kaznovsky","Method Submission (Armbar)","0","0:00",2000-11-11
"4838","18","Andrei Semenov","Win","Alexei Veselovzorov","Submission (Armbar)N/A","0","0:00",2000-11-11
"4839","17","Pedro Otavio","Win","Colin Sexton","TKO (Strikes)N/A","0","0:00",2000-11-11
"4840","16","Martin Malkhasyan","Win","Oleg Tsygolnik","Submission (Choke)N/A","0","0:00",2000-11-11
"4841","15","Andrei Semenov","Win","Nikolai Onikienko","Submission (Armbar)N/A","0","0:00",2000-11-11
"4842","14","Amar Suloev","Win","Vahan Bojukyan","Submission (Choke)N/A","0","0:00",2000-11-11
"4843","13","Colin Sexton","Win","Larry Parker","KON/A","0","0:00",2000-11-11
"4844","12","Pedro Otavio","Win","Timur Magdiev","N/AN/A","0","0:00",2000-11-11
"4845","11","Oleg Tsygolnik","Win","Simon Barnett","TKO (Strikes)N/A","0","0:00",2000-11-11
"4846","10","Martin Malkhasyan","Win","Patrick de Witte","Submission (Triangle Choke)N/A","0","0:00",2000-11-11
"4847","9","Nikolai Onikienko","Win","Alexandr Sokov","Submission (Choke)N/A","0","0:00",2000-11-11
"4848","8","Andrei Semenov","Win","Adnan Durmus","TKO (Strikes)N/A","0","0:00",2000-11-11
"4849","7","Amar Suloev","Win","Rick Rootlieb","Submission (Choke)N/A","0","0:00",2000-11-11
"4850","6","Vahan Bojukyan","Win","Carl Simpson","Submission (Arm Lock)N/A","0","0:00",2000-11-11
"4851","5","Roman Zentsov","Win","Herman van Tol","KON/A","0","0:00",2000-11-11
"4852","4","Alexei Veselovzorov","Win","Sergey Agopyan","KON/A","0","0:00",2000-11-11
"4853","3","Artur Giloyan","Win","Arslan Amatov","Submission (Rear Naked Choke)N/A","0","0:00",2000-11-11
"4854","2","Sergey Kaznovsky","Win","Anton Krilov","TKON/A","0","0:00",2000-11-11
"4855","1","Ilya Kudryashov","Win","Daan Kooiman","Submission (Triangle Choke)N/A","0","0:00",2000-11-11
"4856","16","Stanislav Nuschik","Win","Ian Freeman","Method KO (Punch)","1","0:20",2001-04-27
"4857","15","Tony Torres","Win","Nikolai Kudryashov","TKO (Retirement)N/A","1","5:25",2001-04-27
"4858","14","Amar Suloev","Win","Pedro Otavio","KO (Punch)N/A","1","3:40",2001-04-27
"4859","13","Viacheslav Datsik","Win","Patrick de Witte","Submission (Rear-Naked Choke)N/A","1","0:30",2001-04-27
"4860","12","Alexei Sitnikov","Win","Gerhard Ettl","TKO (Punches)N/A","1","3:40",2001-04-27
"4861","11","Sergey Kaznovsky","Win","Dave Vader","TKO (Punches)Apy Echteld","1","1:44",2001-04-27
"4862","10","Andrei Semenov","Win","Tulio Palhares","Submission (Armbar)Apy Echteld","2","2:16",2001-04-27
"4863","9","Dave Dalgliesh","Win","Nikolai Onikienko","TKO (Punches)N/A","1","9:58",2001-04-27
"4864","8","Colin Sexton","Win","Dmitry Petrov","Submission (Guillotine Choke)N/A","1","0:25",2001-04-27
"4865","7","Larry Parker","Win","Sergei Yankovski","Disqualification (Illegal Headbutt)N/A","1","1:08",2001-04-27
"4866","6","Alexei Veselovzorov","Win","Antonio Resende","Submission (Guillotine Choke)N/A","1","2:10",2001-04-27
"4867","5","Sergei Bytchkov","Win","Thomas Hengstberger","Submission (Armbar)N/A","1","1:40",2001-04-27
"4868","4","Ronny Rivano","Win","Sergei Zavadsky","TKO (Punches)N/A","1","7:30",2001-04-27
"4869","3","Ilya Kudryashov","Win","Ronny Hoekstra","Submission (Rear-Naked Choke)N/A","1","0:20",2001-04-27
"4870","2","David Mclaughlin","Win","Andranik Ashugyan","Submission (Rear-Naked Choke)Apy Echteld","1","1:11",2001-04-27
"4871","1","Vladimir Zenin","Win","Artur Giloyan","TKO (Retirement)Apy Echteld","1","5:05",2001-04-27
"4872","16","Alex Stiebling","Win","Angelo Araujo","Method Submission (Rear-Naked Choke)","1","4:01",2001-11-11
"4873","15","Angelo Araujo","Win","Evangelista Santos","TKO (Punches)N/A","1","8:46",2001-11-11
"4874","14","Alex Stiebling","Win","Milton Bahia","Submission (Heel Hook)N/A","1","1:07",2001-11-11
"4875","13","Evangelista Santos","Win","Jefferson Silva","KO (Punch)N/A","1","2:28",2001-11-11
"4876","12","Angelo Araujo","Win","John Renken","TKO (Submission to Punches)N/A","1","1:00",2001-11-11
"4877","11","Alex Stiebling","Win","Leandro Ribeiro","KO (Kick)N/A","1","0:05",2001-11-11
"4878","10","Milton Bahia","Win","Rodrigo Gripp de Sousa","TKO (Submission to Strikes)N/A","1","2:11",2001-11-11
"4879","9","Evangelista Santos","Win","Aaron Sullivan","TKO (Punches)N/A","1","0:13",2001-11-11
"4880","8","Jefferson Silva","Win","John Renken","TKO (Submission to Punch)N/A","1","3:37",2001-11-11
"4881","7","Angelo Araujo","Win","Carlos Clayton","Decision (Split)N/A","1","10:00",2001-11-11
"4882","6","Pedro Otavio","Win","Johnathan Ivey","TKO (Submission to Punches)N/A","1","3:12",2001-11-11
"4883","5","Leandro Ribeiro","Win","Antonio Resende","Submission (Armbar)N/A","1","3:42",2001-11-11
"4884","4","Alex Stiebling","Win","Luiz Claudio das Dores","Submission (Heel Hook)N/A","1","9:22",2001-11-11
"4885","3","Rodrigo Gripp de Sousa","Win","Wellington Wilkins","Submission (Armbar)N/A","1","0:29",2001-11-11
"4886","2","Milton Bahia","Win","Mike Hunter","TKO (Strikes)N/A","1","0:15",2001-11-11
"4887","1","Carlos Humberto Braga","Win","Floreriano Fonseca","Submission (Choke)N/A","1","0:00",2001-11-11
"4888","18","Mikhail Ilyukhin","Win","Victor Yerohin","Method Submission (Rear-Naked Choke)","1","3:54",1995-07-01
"4889","17","Victor Yerohin","Win","Sergei Bondarovich","Submission (Armbar)N/A","1","0:16",1995-07-01
"4890","16","Mikhail Ilyukhin","Win","Leonid Efremov","Submission (Achilles Lock)N/A","1","1:09",1995-07-01
"4891","15","Victor Yerohin","Win","Igor Kalmikov","TKO (Punches)N/A","1","0:52",1995-07-01
"4892","14","Sergei Bondarovich","Win","Alexei Ilyin","Submission (Armbar)N/A","1","6:10",1995-07-01
"4893","13","Mikhail Ilyukhin","Win","Vadim Shevchenko","Submission (Achilles Lock)N/A","1","0:08",1995-07-01
"4894","12","Leonid Efremov","Win","Vasily Kudin","TKO (Submission to Punches)N/A","1","2:58",1995-07-01
"4895","11","Victor Yerohin","Win","Genuadiy Luchnikov","Submission (Armbar)N/A","1","0:52",1995-07-01
"4896","10","Igor Kalmikov","Win","Sergei Subkov","TKO (Submission to Punches)N/A","1","1:17",1995-07-01
"4897","9","Mikhail Ilyukhin","Win","Maxim Tarasov","Submission (Achilles Lock)N/A","1","0:41",1995-07-01
"4898","8","Sergei Bondarovich","Win","Rustam Talibov","Submission (Armbar)N/A","1","2:03",1995-07-01
"4899","7","Alexei Ilyin","Win","Alexander Mandrik","TKO (Cut)N/A","1","0:40",1995-07-01
"4900","6","Vadim Shevchenko","Win","Roman Maseigin","Submission (Bulldog Choke)N/A","1","2:18",1995-07-01
"4901","5","Vasily Kudin","Win","Eugeniy Golovihin","Submission (Smother)N/A","1","1:01",1995-07-01
"4902","4","Leonid Efremov","Win","Pavel Tikhomirov","TKO (Corner Stoppage)N/A","1","0:55",1995-07-01
"4903","3","Genuadiy Luchnikov","Win","Alexei Ilugin","Submission (Smother)N/A","1","4:19",1995-07-01
"4904","2","Maxim Tarasov","Win","Pavel Tjetjel","TKO (Submission to Punches)N/A","1","1:02",1995-07-01
"4905","1","Mikhail Ilyukhin","Win","Piotr Tjernov","Submission (Achilles Lock)N/A","1","0:36",1995-07-01
"4906","5","Joop Kasteel","Win","Roman Zentsov","Method Submission (Shoulder Lock)","0","0:00",2001-04-22
"4907","4","Chalid Arrab","Win","Peter Varga","Submission (Arm Lock)N/A","0","0:00",2001-04-22
"4908","3","Andrei Semenov","Win","Martijn de Jong","TKO (Strikes)N/A","0","0:00",2001-04-22
"4909","2","Dave Dalgliesh","Win","Richard Plug","TKON/A","0","0:00",2001-04-22
"4910","1","Marcel Denswil","Win","Rene Boutestijn","Decision (Split)N/A","0","0:00",2001-04-22
"4911","2","Colin Mannsur","Win","Arnout van der Geest","Method TKO","0","0:00",2000-02-19
"4912","1","Dave Dalgliesh","Draw","Nordin Bensellam","DrawN/A","0","0:00",2000-02-19
"4913","2","Artur Mariano","Win","Rick Rootlieb","Method Submission","0","0:00",1999-04-03
